site,depth,fraction.name,fraction.code,pct.n.pre.ashing.fraction,pct.c.pre.ashing.fraction,pct.n.post.ashing,pct.c.post.ashing.fraction,pct.mass.loss.fraction,pct.c.in.org.fraction,pct.c.in.whole.fraction,n.in.org.fract,pct.n.in.whole.fraction,species,pct.c.pre.ashing.bulk,pct.n.pre.ashing.bulk,pct.c.post.ashing.bulk,pct.n.post.ashing.bulk,pct.mass.loss.bulk,fraction.id,pct.c.in.org.fraction.bulk,org.c.in.total.bulk,pct.n.in.org.fraction.bulk,pct.n.in.total.bulk,sample,soil.mass.pre.fract,fraction.mass,org.c.mass.fraction,pct.c.in.fraction,org.c.start.mass.bulk,org.c.fraction.mass,soil.mass.sum.fractions,sum.org.c.mass.fraction,inorg.c.mass.frac,inorg.c.mass.bulk,org.c.bulk.wt,lon,lat,soil.ph,bulk.dens,pct.m,litter.pct.n,litter.pct.c,litter.lignin.mg.g,litter.cell.mg.g,litter.hwec.ppm,soil.npoc.mg.L,fractionated,npoc.mg.g,soil.doc.mass.g
130Q1,2,Silt + Clay,sc,0.210902533,2.875432154,0.003721259,0.33814262,8.788927336,29.20730306,2.567008643,2.361020006,0.207508333,acer,3.064833815,0.203752194,1.139314465,0.005138146,7.272727273,fraction.sc,27.61520553,2.008378584,2.736081306,0.198987731,23B,10.229,7.925,0.203435435,79.44813945,0.205437045,0.203435435,10.485,0.256060666,0.024442563,0.116540477,0.205437045,5.42436,52.462942,7.288,0.908,0.026,1.39495,55.9265,160.9802,88.33845,1826.5,128.9,y,1.0312,0.0010312
130Q1,2,Sand + Agg,sa,0.075713724,1.583726012,0.002716678,0.533462962,3.225806452,33.09161751,1.067471533,2.265625104,0.073084681,acer,3.064833815,0.203752194,1.139314465,0.005138146,7.272727273,fraction.sa,27.61520553,2.008378584,2.736081306,0.198987731,23B,10.229,2.329,0.024861412,9.709188212,0.205437045,0.024861412,10.485,0.256060666,0.012023567,0.116540477,0.205437045,5.42436,52.462942,7.288,0.908,0.026,1.39495,55.9265,160.9802,88.33845,1826.5,128.9,y,1.0312,0.0010312
130Q1,2,POM,pom,0.590390051,12.01896926,0.005305225,0,30.3030303,39.66259856,12.01896926,1.936085151,0.58669247,acer,3.064833815,0.203752194,1.139314465,0.005138146,7.272727273,fraction.pom,27.61520553,2.008378584,2.736081306,0.198987731,23B,10.229,0.231,0.027763819,10.84267234,0.205437045,0.027763819,10.485,0.256060666,0,0.116540477,0.205437045,5.42436,52.462942,7.288,0.908,0.026,1.39495,55.9265,160.9802,88.33845,1826.5,128.9,y,1.0312,0.0010312
130T2,1,Silt + Clay,sc,0.585019434,6.812160144,0.003304638,0.07686168,17.36111111,38.87218084,6.748642506,3.353981863,0.582288518,fraxinus,6.279059392,0.51395777,0.42115156,0.00343195,12.6984127,fraction.sc,46.55217573,5.911387395,4.023822782,0.510961623,31A,10.414,7.553,0.509724968,63.64854063,0.615611883,0.509724968,10.955,0.800843135,0.004797487,0.043858723,0.615611883,5.422526,52.464141,7.153666667,0.741,61.966,2.00415,54.5257,106.51905,77.3521,2381.5,88.72,y,0.70976,0.00070976
130T2,1,Sand + Agg,sa,0.29295566,3.95544405,0.003136187,0.182700521,8.64422202,43.82738619,3.788536568,3.35588988,0.290090572,fraxinus,6.279059392,0.51395777,0.42115156,0.00343195,12.6984127,fraction.sa,46.55217573,5.911387395,4.023822782,0.510961623,31A,10.414,2.634,0.099790053,12.46062416,0.615611883,0.099790053,10.955,0.800843135,0.004396343,0.043858723,0.615611883,5.422526,52.464141,7.153666667,0.741,61.966,2.00415,54.5257,106.51905,77.3521,2381.5,88.72,y,0.70976,0.00070976
130T2,1,POM,pom,1.72629777,24.93691378,0.003999889,0.047448197,48.57768053,51.28387059,24.91251482,3.549450932,1.724240934,fraxinus,6.279059392,0.51395777,0.42115156,0.00343195,12.6984127,fraction.pom,46.55217573,5.911387395,4.023822782,0.510961623,31A,10.414,0.768,0.191328114,23.89083521,0.615611883,0.191328114,10.955,0.800843135,0.000187384,0.043858723,0.615611883,5.422526,52.464141,7.153666667,0.741,61.966,2.00415,54.5257,106.51905,77.3521,2381.5,88.72,y,0.70976,0.00070976
130T2,2,Silt + Clay,sc,0.266290515,3.618918228,0.002942319,0.388714908,10.31111111,31.7161178,3.270284146,2.556965772,0.263651582,fraxinus,3.449157696,0.22710261,0.917170521,0.003339845,9.756097561,fraction.sc,26.87003906,2.621467226,2.296908186,0.224088604,31B,10.537,8.508,0.278235775,78.59817164,0.276224002,0.278235775,11.161,0.35399777,0.029661788,0.096642258,0.276224002,5.422526,52.464141,7.2515,1.039,31.826,2.00415,54.5257,106.51905,77.3521,2381.5,78.84,y,0.63072,0.00063072
130T2,2,Sand + Agg,sa,0.069830519,1.434657887,0.00319631,0.216617256,4.019607843,30.51909149,1.226747795,1.660925412,0.066762688,fraxinus,3.449157696,0.22710261,0.917170521,0.003339845,9.756097561,fraction.sa,26.87003906,2.621467226,2.296908186,0.224088604,31B,10.537,2.507,0.030754567,8.687785574,0.276224002,0.030754567,11.161,0.35399777,0.005212306,0.096642258,0.276224002,5.422526,52.464141,7.2515,1.039,31.826,2.00415,54.5257,106.51905,77.3521,2381.5,78.84,y,0.63072,0.00063072
130T2,2,POM,pom,1.859173412,30.89123947,0.004291767,0.16653261,61.42857143,50.18349726,30.82700546,3.023866538,1.857518016,fraxinus,3.449157696,0.22710261,0.917170521,0.003339845,9.756097561,fraction.pom,26.87003906,2.621467226,2.296908186,0.224088604,31B,10.537,0.146,0.045007428,12.71404278,0.276224002,0.045007428,11.161,0.35399777,9.38E-05,0.096642258,0.276224002,5.422526,52.464141,7.2515,1.039,31.826,2.00415,54.5257,106.51905,77.3521,2381.5,78.84,y,0.63072,0.00063072
131M,1,Silt + Clay,sc,0.246229446,3.302334334,0.004164963,0.399050592,10.19567456,28.87469215,2.943969642,2.378352974,0.242489129,quercus,4.57209454,0.333024305,1.013294618,0.002762472,9.154929577,fraction.sc,39.88633992,3.651566331,3.610237879,0.330514735,32A,10.879,8.749,0.257567904,76.81385534,0.397253901,0.257567904,11.389,0.335314382,0.031353327,0.110236321,0.397253901,5.429236,52.464875,6.956333333,0.857,39.46,1.04705,56.50635,212.64325,104.50795,1013.15,57.21,y,0.45768,0.00045768
131M,1,Sand + Agg,sa,0.062007451,1.512182663,0.003042684,0.430045651,3.436123348,31.92300741,1.096913911,1.719068595,0.059069317,quercus,4.57209454,0.333024305,1.013294618,0.002762472,9.154929577,fraction.sa,39.88633992,3.651566331,3.610237879,0.330514735,32A,10.879,2.458,0.026962144,8.040855215,0.397253901,0.026962144,11.389,0.335314382,0.010207306,0.110236321,0.397253901,5.429236,52.464875,6.956333333,0.857,39.46,1.04705,56.50635,212.64325,104.50795,1013.15,57.21,y,0.45768,0.00045768
131M,1,POM,pom,1.673687839,27.94184576,0.004104227,0.088536306,56.66666667,49.24143534,27.90348003,2.950428248,1.671909341,quercus,4.57209454,0.333024305,1.013294618,0.002762472,9.154929577,fraction.pom,39.88633992,3.651566331,3.610237879,0.330514735,32A,10.879,0.182,0.050784334,15.14528945,0.397253901,0.050784334,11.389,0.335314382,6.98E-05,0.110236321,0.397253901,5.429236,52.464875,6.956333333,0.857,39.46,1.04705,56.50635,212.64325,104.50795,1013.15,57.21,y,0.45768,0.00045768
131M,2,Silt + Clay,sc,0.175344057,2.622886346,0.003339881,0.378640976,9.259259259,24.61649097,2.27930472,1.860984982,0.172313424,quercus,2.947085555,0.180276705,0.967127034,0.008704102,6.465740078,fraction.sc,31.58943008,2.042490441,2.662268906,0.172135388,32B,10.455,8.9,0.20285812,86.38325381,0.213542376,0.20285812,10.969,0.234835007,0.030578765,0.101113131,0.213542376,5.429236,52.464875,NA,NA,NA,1.04705,56.50635,212.64325,104.50795,1013.15,107.4,y,0.8592,0.0008592
131M,2,Sand + Agg,sa,0.03187701,1.222353681,0.003423858,0.526409259,2.58780037,27.41969013,0.709566843,1.102934946,0.028541755,quercus,2.947085555,0.180276705,0.967127034,0.008704102,6.465740078,fraction.sa,31.58943008,2.042490441,2.662268906,0.172135388,32B,10.455,2.011,0.014269389,6.076346706,0.213542376,0.014269389,10.969,0.234835007,0.010312143,0.101113131,0.213542376,5.429236,52.464875,NA,NA,NA,1.04705,56.50635,212.64325,104.50795,1013.15,107.4,y,0.8592,0.0008592
131M,2,POM,pom,1.72286944,30.53016837,0.095801787,0.414269183,100,30.53016837,30.53016837,1.72286944,1.72286944,quercus,2.947085555,0.180276705,0.967127034,0.008704102,6.465740078,fraction.pom,31.58943008,2.042490441,2.662268906,0.172135388,32B,10.455,0.058,0.017707498,7.540399486,0.213542376,0.017707498,10.969,0.234835007,0,0.101113131,0.213542376,5.429236,52.464875,NA,NA,NA,1.04705,56.50635,212.64325,104.50795,1013.15,107.4,y,0.8592,0.0008592
131N1,1,POM,pom,1.04,18.71,0.004575909,0.605778891,37.47943402,48.91019325,18.33126361,2.767221926,1.037139116,fagus,4.971198542,0.349405411,0.578546458,0.003018163,9.691954023,fraction.pom,45.90121383,4.448724541,3.576985262,0.346679767,1A,10.364,0.596,0.109254331,23.49261822,0.461065811,0.109254331,10.429,0.465058131,0.002257269,0.059960555,0.461065811,5.427993,52.465076,7.228,7.228,NA,0.8348,55.8359,204.06715,116.7782,1342,102.3,y,0.8184,0.0008184
131N1,1,Sand + Agg,sa,0.1,1.98,0.003834351,0.540328706,3.751959248,38.91151557,1.459944207,2.566912536,0.096309512,fagus,4.971198542,0.349405411,0.578546458,0.003018163,9.691954023,fraction.sa,45.90121383,4.448724541,3.576985262,0.346679767,1A,10.364,3.245,0.04737519,10.18693931,0.461065811,0.04737519,10.429,0.465058131,0.01687581,0.059960555,0.461065811,5.427993,52.465076,7.228,7.228,NA,0.8348,55.8359,204.06715,116.7782,1342,102.3,y,0.8184,0.0008184
131N1,1,Silt + Clay,sc,0.396141868,5.125028521,0.013651776,0.499295543,11.20376729,41.78659524,4.681672889,3.427593552,0.384019605,fagus,4.971198542,0.349405411,0.578546458,0.003018163,9.691954023,fraction.sc,45.90121383,4.448724541,3.576985262,0.346679767,1A,10.364,6.588,0.30842861,66.32044247,0.461065811,0.30842861,10.429,0.465058131,0.029208269,0.059960555,0.461065811,5.427993,52.465076,7.228,7.228,NA,0.8348,55.8359,204.06715,116.7782,1342,102.3,y,0.8184,0.0008184
131N1,2,POM,pom,1.11,19.51,0.026134973,1.030448158,36.76880223,51.2892293,18.85843529,2.973919402,1.093474544,fagus,2.631511717,0.166789963,0.941436945,0.002980409,5.274736019,fraction.pom,32.98237257,1.739733086,3.108530211,0.163966763,1B,10.301,0.114,0.021498616,10.81347072,0.179209905,0.021498616,10.391,0.198813284,0.000742784,0.09697742,0.179209905,5.427993,52.465076,7.021,0.978,NA,0.8348,55.8359,204.06715,116.7782,1342,58.57,y,0.46856,0.00046856
131N1,2,Sand + Agg,sa,0.07,1.57,0.004327847,0.660884211,2.707820489,34.23459387,0.927011347,2.429605049,0.065789343,fagus,2.631511717,0.166789963,0.941436945,0.002980409,5.274736019,fraction.sa,32.98237257,1.739733086,3.108530211,0.163966763,1B,10.301,3.634,0.033687592,16.94433677,0.179209905,0.033687592,10.391,0.198813284,0.023366208,0.09697742,0.179209905,5.427993,52.465076,7.021,0.978,NA,0.8348,55.8359,204.06715,116.7782,1342,58.57,y,0.46856,0.00046856
131N1,2,Silt + Clay,sc,0.2,3.04,0.018821678,0.928187252,5.415800416,39.9217355,2.162081517,3.36418724,0.182197667,fagus,2.631511717,0.166789963,0.941436945,0.002980409,5.274736019,fraction.sc,32.98237257,1.739733086,3.108530211,0.163966763,1B,10.301,6.643,0.143627075,72.2421925,0.179209905,0.143627075,10.391,0.198813284,0.058320125,0.09697742,0.179209905,5.427993,52.465076,7.021,0.978,NA,0.8348,55.8359,204.06715,116.7782,1342,58.57,y,0.46856,0.00046856
131N2,1,Silt + Clay,sc,0.522593619,7.087117119,0.003252869,0.257860967,17.02786378,40.36421982,6.873164366,3.053199455,0.519894644,picea,6.609373771,0.415385387,0.794718158,0.004007525,14.47368421,fraction.sc,40.96870239,5.92968061,2.846254572,0.411957899,20A,10.478,6.574,0.451841825,66.14927549,0.621311934,0.451841825,10.472,0.683063907,0.014065254,0.083270569,0.621311934,5.427918,52.464432,7.1985,0.878,38.331,1.064,56.2102,228.23025,119.61005,1169.5,79.76,y,0.63808,0.00063808
131N2,1,Sand + Agg,sa,0.045418199,0.958939667,0.004118564,0.143899916,2.872062663,28.52210216,0.819172647,1.442096765,0.041417923,picea,6.609373771,0.415385387,0.794718158,0.004007525,14.47368421,fraction.sa,40.96870239,5.92968061,2.846254572,0.411957899,20A,10.478,3.198,0.026197141,3.835240156,0.621311934,0.026197141,10.472,0.683063907,0.004469749,0.083270569,0.621311934,5.427918,52.464432,7.1985,0.878,38.331,1.064,56.2102,228.23025,119.61005,1169.5,79.76,y,0.63808,0.00063808
131N2,1,POM,pom,1.581747266,29.3768394,0.004250348,0.204496646,57.18157182,51.22153207,29.28927715,2.763000882,1.579927334,picea,6.609373771,0.415385387,0.794718158,0.004007525,14.47368421,fraction.pom,40.96870239,5.92968061,2.846254572,0.411957899,20A,10.478,0.7,0.20502494,30.01548435,0.621311934,0.20502494,10.472,0.683063907,0.000612936,0.083270569,0.621311934,5.427918,52.464432,7.1985,0.878,38.331,1.064,56.2102,228.23025,119.61005,1169.5,79.76,y,0.63808,0.00063808
131N2,2,Silt + Clay,sc,0.251647726,3.558401857,0.002814328,0.589746264,9.576427256,31.5893614,3.025132215,2.601209234,0.24910291,picea,3.226142801,0.19645388,0.889181596,0.038650886,4.285714286,fraction.sc,55.41827638,2.375068988,3.720720746,0.159459461,20B,10.701,7.123,0.215480168,72.14886239,0.254156132,0.215480168,10.69,0.29866052,0.037984797,0.095151323,0.254156132,5.427918,52.464432,7.358,0.978,24.489,1.064,56.2102,228.23025,119.61005,1169.5,147.1,y,1.1768,0.0011768
131N2,2,Sand + Agg,sa,0.054047645,1.34559389,0.003689508,0.460765835,2.96735905,30.27947129,0.898500632,1.700758725,0.050467618,picea,3.226142801,0.19645388,0.889181596,0.038650886,4.285714286,fraction.sa,55.41827638,2.375068988,3.720720746,0.159459461,20B,10.701,3.37,0.030279471,10.13842448,0.254156132,0.030279471,10.69,0.29866052,0.015067043,0.095151323,0.254156132,5.427918,52.464432,7.358,0.978,24.489,1.064,56.2102,228.23025,119.61005,1169.5,147.1,y,1.1768,0.0011768
131N2,2,POM,pom,1.442441589,26.99228127,0.005538094,0.342257477,59.375,45.22650808,26.85323917,2.425586086,1.440191738,picea,3.226142801,0.19645388,0.889181596,0.038650886,4.285714286,fraction.pom,55.41827638,2.375068988,3.720720746,0.159459461,20B,10.701,0.197,0.052900881,17.71271313,0.254156132,0.052900881,10.69,0.29866052,0.000273913,0.095151323,0.254156132,5.427918,52.464432,7.358,0.978,24.489,1.064,56.2102,228.23025,119.61005,1169.5,147.1,y,1.1768,0.0011768
131V1,1,Sand + Agg,sa,0.2,3.02,0,0.48,6.17,41.64693679,2.569616,3.241491086,0.2,fraxinus,3.41186608,0.352040363,0.709395956,0.003964998,10.65088757,fraction.sa,26.08258769,2.77802709,3.272005926,0.348497672,5A,10.111,2.843,0.073054183,13.99426647,0.280886319,0.073054183,10.53,0.522029383,0.012804417,0.071727025,0.280886319,5.427193,52.469239,7.174,0.935,27.985,2.00415,54.5257,106.51905,77.3521,2381.5,168.9,y,1.3512,0.0013512
131V1,1,POM,pom,1.25,19.33,0,0.33,39,49.04794872,19.1287,3.205128205,1.25,fraxinus,3.41186608,0.352040363,0.709395956,0.003964998,10.65088757,fraction.pom,26.08258769,2.77802709,3.272005926,0.348497672,5A,10.111,0.602,0.115154774,22.05905985,0.280886319,0.115154774,10.53,0.522029383,0.001211826,0.071727025,0.280886319,5.427193,52.469239,7.174,0.935,27.985,2.00415,54.5257,106.51905,77.3521,2381.5,168.9,y,1.3512,0.0013512
131V1,1,Silt + Clay,sc,0.46,5.26,0.016716002,0.627053832,12.55142064,37.5387812,4.711650332,3.548459625,0.445382094,fraxinus,3.41186608,0.352040363,0.709395956,0.003964998,10.65088757,fraction.sc,26.08258769,2.77802709,3.272005926,0.348497672,5A,10.111,7.085,0.333820426,63.94667369,0.280886319,0.333820426,10.53,0.522029383,0.038850574,0.071727025,0.280886319,5.427193,52.469239,7.174,0.935,27.985,2.00415,54.5257,106.51905,77.3521,2381.5,168.9,y,1.3512,0.0013512
131V1,2,Sand + Agg,sa,0.1,1.74,0,0.36,4.16,33.53307692,1.394976,2.403846154,0.1,fraxinus,2.69269894,0.169630425,0.834807761,0.002900085,6.111111111,fraction.sa,31.23666342,1.908907209,2.73121474,0.166907567,5B,11.451,3.238,0.045169323,17.91514025,0.218588964,0.045169323,11.791,0.252129329,0.011171877,0.095593837,0.218588964,5.427193,52.469239,7.322,0.358,18.439,2.00415,54.5257,106.51905,77.3521,2381.5,76.95,y,0.6156,0.0006156
131V1,2,POM,pom,1.58,28.1,0.01,0.93,46.15,59.80323944,27.599195,3.411950163,1.574615,fraxinus,2.69269894,0.169630425,0.834807761,0.002900085,6.111111111,fraction.pom,31.23666342,1.908907209,2.73121474,0.166907567,5B,11.451,0.1,0.027599195,10.94644369,0.218588964,0.027599195,11.791,0.252129329,0.000500805,0.095593837,0.218588964,5.427193,52.469239,7.322,0.358,18.439,2.00415,54.5257,106.51905,77.3521,2381.5,76.95,y,0.6156,0.0006156
131V1,2,Silt + Clay,sc,0.22,2.95,0.015985819,0.896223317,7.596671561,27.93144087,2.121859825,2.701559091,0.205228571,fraxinus,2.69269894,0.169630425,0.834807761,0.002900085,6.111111111,fraction.sc,31.23666342,1.908907209,2.73121474,0.166907567,5B,11.451,8.453,0.179360811,71.13841606,0.218588964,0.179360811,11.791,0.252129329,0.070002689,0.095593837,0.218588964,5.427193,52.469239,7.322,0.358,18.439,2.00415,54.5257,106.51905,77.3521,2381.5,76.95,y,0.6156,0.0006156
132Q,1,POM,pom,1,19.88,0.018825374,0.164982614,39.92631375,49.543489,19.78088886,2.476288971,0.988690904,fagus,7.001218686,0.426696909,0.525642629,0.00305857,14.11393653,fraction.pom,46.40636516,6.549764924,3.004619035,0.424070024,2A,10.149,1.17,0.2314364,35.66464516,0.664735642,0.2314364,10.547,0.648923881,0.0011596,0.05334747,0.664735642,5.434173,52.470516,7.022,0.943,28.392,0.8348,55.8359,204.06715,116.7782,1342,103.9,y,0.8312,0.0008312
132Q,1,Sand + Agg,sa,0.2,3.73,0.003961849,0.270889554,7.643250556,45.52794898,3.479815213,2.568814977,0.196340965,fagus,7.001218686,0.426696909,0.525642629,0.00305857,14.11393653,fraction.sa,46.40636516,6.549764924,3.004619035,0.424070024,2A,10.149,2.679,0.09322425,14.36597608,0.664735642,0.09322425,10.547,0.648923881,0.00670245,0.05334747,0.664735642,5.434173,52.470516,7.022,0.943,28.392,0.8348,55.8359,204.06715,116.7782,1342,103.9,y,0.8312,0.0008312
132Q,1,Silt + Clay,sc,0.37,5.17,0.014411509,0.373497764,11.96597004,40.45802263,4.841194867,2.98607607,0.357312968,fagus,7.001218686,0.426696909,0.525642629,0.00305857,14.11393653,fraction.sc,46.40636516,6.549764924,3.004619035,0.424070024,2A,10.149,6.698,0.324263232,49.96937876,0.664735642,0.324263232,10.547,0.648923881,0.022023368,0.05334747,0.664735642,5.434173,52.470516,7.022,0.943,28.392,0.8348,55.8359,204.06715,116.7782,1342,103.9,y,0.8312,0.0008312
132Q,2,POM,pom,0.66,12.56,0.02535159,0.365749669,32.98969072,37.32957099,12.31491002,1.949129583,0.643011821,fagus,2.711704757,0.179901452,0.782004253,0.002911905,6.313262087,fraction.pom,31.34782708,1.979070482,2.806368257,0.177173383,2B,10.193,0.231,0.028447442,14.69596509,0.201726654,0.028447442,10.335,0.193573147,0.000566158,0.079709694,0.201726654,5.434173,52.470516,7.293666667,1,35.198,0.8348,55.8359,204.06715,116.7782,1342,55.51,y,0.44408,0.00044408
132Q,2,Sand + Agg,sa,0.08,1.57,0.003365679,0.580913346,2.795003146,35.96858922,1.0053232,2.745198765,0.076728392,fagus,2.711704757,0.179901452,0.782004253,0.002911905,6.313262087,fraction.sa,31.34782708,1.979070482,2.806368257,0.177173383,2B,10.193,2.472,0.02485159,12.83834554,0.201726654,0.02485159,10.335,0.193573147,0.01395881,0.079709694,0.201726654,5.434173,52.470516,7.293666667,1,35.198,0.8348,55.8359,204.06715,116.7782,1342,55.51,y,0.44408,0.00044408
132Q,2,Silt + Clay,sc,0.18,2.64,0.18,0.848256653,5.449985531,33.72436865,1.837973212,0.18,0.009809974,fagus,2.711704757,0.179901452,0.782004253,0.002911905,6.313262087,fraction.sc,31.34782708,1.979070482,2.806368257,0.177173383,2B,10.193,7.632,0.140274116,72.46568937,0.201726654,0.140274116,10.335,0.193573147,0.061210684,0.079709694,0.201726654,5.434173,52.470516,7.293666667,1,35.198,0.8348,55.8359,204.06715,116.7782,1342,55.51,y,0.44408,0.00044408
133U1,1,Sand + Agg,sa,0.34,4.81,0,0.2,9.87,46.90719352,4.62974,3.444782168,0.34,picea,8.000073063,0.600113071,0.466656198,0.003241034,18.8976378,fraction.sa,40.3309871,7.621603863,3.161688896,0.597484516,11A,10.295,3.141,0.145420133,18.49007635,0.784644118,0.145420133,10.478,0.786476652,0.005661967,0.048042256,0.784644118,5.437178,52.472609,6.7975,0.759,49.133,1.064,56.2102,228.23025,119.61005,1169.5,89.78,y,0.71824,0.00071824
133U1,1,POM,pom,1.61,27.48,0,0.01,54.55,50.36747021,27.475455,2.951420715,1.61,picea,8.000073063,0.600113071,0.466656198,0.003241034,18.8976378,fraction.pom,40.3309871,7.621603863,3.161688896,0.597484516,11A,10.295,0.631,0.173370121,22.04389929,0.784644118,0.173370121,10.478,0.786476652,2.87E-05,0.048042256,0.784644118,5.437178,52.472609,6.7975,0.759,49.133,1.064,56.2102,228.23025,119.61005,1169.5,89.78,y,0.71824,0.00071824
133U1,1,Silt + Clay,sc,0.59,7.36,0.021844489,0.466753655,17.33294141,40.2363818,6.974148483,3.299738861,0.571941803,picea,8.000073063,0.600113071,0.466656198,0.003241034,18.8976378,fraction.sc,40.3309871,7.621603863,3.161688896,0.597484516,11A,10.295,6.706,0.467686397,59.46602435,0.784644118,0.467686397,10.478,0.786476652,0.025875203,0.048042256,0.784644118,5.437178,52.472609,6.7975,0.759,49.133,1.064,56.2102,228.23025,119.61005,1169.5,89.78,y,0.71824,0.00071824
133U1,2,Sand + Agg,sa,0.09,1.48,0,0.26,3.52,34.91909091,1.229152,2.556818182,0.09,picea,3.834706066,0.255386332,0.753073476,0.003522448,7.547169811,fraction.sa,41.5847053,3.138468324,3.340718911,0.252129729,11B,10.335,2.361,0.029020279,6.87682495,0.324360701,0.029020279,11.072,0.422001126,0.005922521,0.077830144,0.324360701,5.437178,52.472609,7.339,0.987,33.618,1.064,56.2102,228.23025,119.61005,1169.5,195,y,1.56,0.00156
133U1,2,POM,pom,1.16,19.58,0,0.02,37.93,51.58867915,19.567586,3.058265225,1.16,picea,3.834706066,0.255386332,0.753073476,0.003522448,7.547169811,fraction.pom,41.5847053,3.138468324,3.340718911,0.252129729,11B,10.335,0.91,0.178065033,42.19539277,0.324360701,0.178065033,11.072,0.422001126,0.000112967,0.077830144,0.324360701,5.437178,52.472609,7.339,0.987,33.618,1.064,56.2102,228.23025,119.61005,1169.5,195,y,1.56,0.00156
133U1,2,Silt + Clay,sc,0.25,3.44,0.015456992,0.75138799,8.832420178,31.19165188,2.754977754,2.670935369,0.235908234,picea,3.834706066,0.255386332,0.753073476,0.003522448,7.547169811,fraction.sc,41.5847053,3.138468324,3.340718911,0.252129729,11B,10.335,7.801,0.214915815,50.92778228,0.324360701,0.214915815,11.072,0.422001126,0.053438585,0.077830144,0.324360701,5.437178,52.472609,7.339,0.987,33.618,1.064,56.2102,228.23025,119.61005,1169.5,195,y,1.56,0.00156
133U2,1,Silt + Clay,sc,0.6,6.42,0,0.56,13.55,43.80723247,5.93588,4.42804428,0.6,populus,6.844836524,0.604947544,0.629579755,0.002771146,14.39393939,fraction.sc,43.80925837,6.305878097,4.186312439,0.602575275,17A,10.488,6.888,0.408863414,63.58751608,0.661360495,0.408863414,10.467,0.642993216,0.033346186,0.066030325,0.661360495,5.436343,52.472406,7.2195,0.794,53.645,1.3739,54.71905,157.715,112.7992,2016,72.41,y,0.57928,0.00057928
133U2,1,Sand + Agg,sa,0.35,4.51,0,0.75,3.82,99.17931937,3.78865,9.162303665,0.35,populus,6.844836524,0.604947544,0.629579755,0.002771146,14.39393939,fraction.sa,43.80925837,6.305878097,4.186312439,0.602575275,17A,10.488,3.053,0.115667485,17.98891212,0.661360495,0.115667485,10.467,0.642993216,0.022022816,0.066030325,0.661360495,5.436343,52.472406,7.2195,0.794,53.645,1.3739,54.71905,157.715,112.7992,2016,72.41,y,0.57928,0.00057928
133U2,1,POM,pom,1.83,22.56,0,0.07,44.79,50.28210092,22.521353,4.085733423,1.83,populus,6.844836524,0.604947544,0.629579755,0.002771146,14.39393939,fraction.pom,43.80925837,6.305878097,4.186312439,0.602575275,17A,10.488,0.526,0.118462317,18.4235718,0.661360495,0.118462317,10.467,0.642993216,0.000203283,0.066030325,0.661360495,5.436343,52.472406,7.2195,0.794,53.645,1.3739,54.71905,157.715,112.7992,2016,72.41,y,0.57928,0.00057928
133U2,2,Silt + Clay,sc,0.29,3.83,0,0.78,8.07,38.57429988,3.112946,3.593556382,0.29,populus,4.017776331,0.296765427,1.255282115,0.004812059,8.387096774,fraction.sc,34.19271315,2.867775942,3.485794524,0.29235696,17B,10.614,7.648,0.23807811,67.83238385,0.304385738,0.23807811,10.811,0.350980014,0.05484029,0.133235644,0.304385738,5.436343,52.472406,7.291,1.045,34.14,1.3739,54.71905,157.715,112.7992,2016,125.7,y,1.0056,0.0010056
133U2,2,Sand + Agg,sa,0.2,2.78,0,0.62,5.02,43.64788845,2.191124,3.984063745,0.2,populus,4.017776331,0.296765427,1.255282115,0.004812059,8.387096774,fraction.sa,34.19271315,2.867775942,3.485794524,0.29235696,17B,10.614,2.909,0.063739797,18.16052045,0.304385738,0.063739797,10.811,0.350980014,0.017130403,0.133235644,0.304385738,5.436343,52.472406,7.291,1.045,34.14,1.3739,54.71905,157.715,112.7992,2016,125.7,y,1.0056,0.0010056
133U2,2,POM,pom,1.35,19.72,0,0.56,34.85,55.5384792,19.35516,3.87374462,1.35,populus,4.017776331,0.296765427,1.255282115,0.004812059,8.387096774,fraction.pom,34.19271315,2.867775942,3.485794524,0.29235696,17B,10.614,0.254,0.049162106,14.0070957,0.304385738,0.049162106,10.811,0.350980014,0.000926694,0.133235644,0.304385738,5.436343,52.472406,7.291,1.045,34.14,1.3739,54.71905,157.715,112.7992,2016,125.7,y,1.0056,0.0010056
133V1,1,Silt + Clay,sc,0.480204765,5.577936209,0.003971956,0.296958198,13.57388316,39.20239114,5.32128677,3.512421258,0.476771958,acer,6.46472344,0.51316872,0.609637408,0.003396358,14.28571429,fraction.sc,41.59523962,5.94217709,3.571802891,0.510257556,21A,10.459,7.82,0.416124625,69.33330455,0.621492302,0.416124625,10.454,0.600179997,0.020069986,0.063761977,0.621492302,5.436914,52.474109,7.042666667,0.77,52.156,1.39495,55.9265,160.9802,88.33845,1826.5,81.58,y,0.65264,0.00065264
