site,depth,fraction.name,fraction.code,pct.n.pre.ashing.fraction,pct.c.pre.ashing.fraction,pct.n.post.ashing,pct.c.post.ashing.fraction,pct.mass.loss.fraction,pct.c.in.org.fraction,pct.c.in.whole.fraction,n.in.org.fract,pct.n.in.whole.fraction,species,pct.c.pre.ashing.bulk,pct.n.pre.ashing.bulk,pct.c.post.ashing.bulk,pct.n.post.ashing.bulk,pct.mass.loss.bulk,fraction.id,pct.c.in.org.fraction.bulk,org.c.in.total.bulk,pct.n.in.org.fraction.bulk,pct.n.in.total.bulk,sample,soil.mass.pre.fract,fraction.mass,org.c.mass.fraction,pct.c.in.fraction,org.c.start.mass.bulk,org.c.fraction.mass,soil.mass.sum.fractions,sum.org.c.mass.fraction,inorg.c.mass.frac,inorg.c.mass.bulk,org.c.bulk.wt,lon,lat,soil.ph,bulk.dens,pct.m,litter.pct.n,litter.pct.c,litter.lignin.mg.g,litter.cell.mg.g,litter.hwec.ppm,soil.npoc.mg.L,fractionated,npoc.mg.g,soil.doc.mass.g
133V1,1,Sand + Agg,sa,0.204208906,3.350841537,0.003264229,0.32391729,7.536231884,40.48887364,3.051335405,2.66964552,0.201190677,acer,6.46472344,0.51316872,0.609637408,0.003396358,14.28571429,fraction.sa,41.59523962,5.94217709,3.571802891,0.510257556,21A,10.459,2.196,0.067007325,11.16453827,0.621492302,0.067007325,10.454,0.600179997,0.006577155,0.063761977,0.621492302,5.436914,52.474109,7.042666667,0.77,52.156,1.39495,55.9265,160.9802,88.33845,1826.5,81.58,y,0.65264,0.00065264
133V1,1,POM,pom,1.65391055,26.78992426,0.004210252,0.140654873,52.63157895,50.77426671,26.72329827,3.138640818,1.65191622,acer,6.46472344,0.51316872,0.609637408,0.003396358,14.28571429,fraction.pom,41.59523962,5.94217709,3.571802891,0.510257556,21A,10.459,0.438,0.117048046,19.50215718,0.621492302,0.117048046,10.454,0.600179997,0.000291822,0.063761977,0.621492302,5.436914,52.474109,7.042666667,0.77,52.156,1.39495,55.9265,160.9802,88.33845,1826.5,81.58,y,0.65264,0.00065264
133V1,2,Silt + Clay,sc,0.271386408,3.470413064,0.003999355,0.219654016,10.19172553,32.11571557,3.273145582,2.62756935,0.267794656,acer,3.969000843,0.274692042,0.798257432,0.004049163,9.375,fraction.sc,34.61952048,3.245580045,2.890906539,0.271022488,21B,10.067,8.038,0.263095442,72.52938675,0.326732543,0.263095442,10.13,0.362743232,0.01585636,0.080360576,0.326732543,5.436914,52.474109,6.9595,1.028,0.663,1.39495,55.9265,160.9802,88.33845,1826.5,132.8,y,1.0624,0.0010624
133V1,2,Sand + Agg,sa,0.129724877,2.229037656,0.003923922,0.139387368,5.973223481,35.12301547,2.097976207,2.110005427,0.12603534,acer,3.969000843,0.274692042,0.798257432,0.004049163,9.375,fraction.sa,34.61952048,3.245580045,2.890906539,0.271022488,21B,10.067,1.895,0.039756649,10.95999748,0.326732543,0.039756649,10.13,0.362743232,0.002483614,0.080360576,0.326732543,5.436914,52.474109,6.9595,1.028,0.663,1.39495,55.9265,160.9802,88.33845,1826.5,132.8,y,1.0624,0.0010624
133V1,2,POM,pom,1.565692882,30.48953574,0.004296833,0.228646972,61.53846154,49.40259122,30.4015946,2.541565413,1.564040254,acer,3.969000843,0.274692042,0.798257432,0.004049163,9.375,fraction.pom,34.61952048,3.245580045,2.890906539,0.271022488,21B,10.067,0.197,0.059891141,16.51061578,0.326732543,0.059891141,10.13,0.362743232,0.000173244,0.080360576,0.326732543,5.436914,52.474109,6.9595,1.028,0.663,1.39495,55.9265,160.9802,88.33845,1826.5,132.8,y,1.0624,0.0010624
134T,1,Sand + Agg,sa,0.21,3.26,0,0.14,7.03,44.52122333,3.129842,2.987197724,0.21,quercus,6.779366049,0.492204586,0.41053694,0.003511599,14.034906,fraction.sa,45.78903188,6.426447583,3.485494214,0.489185837,13A,10.28,2.55,0.079810971,12.67150634,0.660638811,0.079810971,10.296,0.629845962,0.003319029,0.042203197,0.660638811,5.440489,52.474138,6.908,0.739,66.555,1.04705,56.50635,212.64325,104.50795,1013.15,81.37,y,0.65096,0.00065096
134T,1,Silt + Clay,sc,0.45,5.74,0.02,0.37,12.14,44.6039374,5.414918,3.562009885,0.432428,quercus,6.779366049,0.492204586,0.41053694,0.003511599,14.034906,fraction.sc,45.78903188,6.426447583,3.485494214,0.489185837,13A,10.28,6.901,0.373683491,59.32934616,0.660638811,0.373683491,10.296,0.629845962,0.022433909,0.042203197,0.660638811,5.440489,52.474138,6.908,0.739,66.555,1.04705,56.50635,212.64325,104.50795,1013.15,81.37,y,0.65096,0.00065096
134T,1,POM,pom,1.18,20.87,0,0,41.52,50.26493256,20.87,2.842003854,1.18,quercus,6.779366049,0.492204586,0.41053694,0.003511599,14.034906,fraction.pom,45.78903188,6.426447583,3.485494214,0.489185837,13A,10.28,0.845,0.1763515,27.9991475,0.660638811,0.1763515,10.296,0.629845962,0,0.042203197,0.660638811,5.440489,52.474138,6.908,0.739,66.555,1.04705,56.50635,212.64325,104.50795,1013.15,81.37,y,0.65096,0.00065096
134T,2,Sand + Agg,sa,0.12,1.91,0,0.28,4,41.03,1.6412,3,0.12,quercus,3.492514886,0.237312523,0.755718606,0.003469398,7.206392281,fraction.sa,38.73306113,2.791256327,3.248409666,0.234093143,13B,10.921,2.845,0.04669214,15.07696965,0.304833104,0.04669214,10.901,0.309691809,0.00764736,0.082532029,0.304833104,5.440489,52.474138,7.224,0.904,56.756,1.04705,56.50635,212.64325,104.50795,1013.15,104.5,y,0.836,0.000836
134T,2,Silt + Clay,sc,0.25,3.51,0.02,0.81,7.16,38.51949721,2.757996,3.232290503,0.231432,quercus,3.492514886,0.237312523,0.755718606,0.003469398,7.206392281,fraction.sc,38.73306113,2.791256327,3.248409666,0.234093143,13B,10.921,7.781,0.214599669,69.29458988,0.304833104,0.214599669,10.901,0.309691809,0.058513431,0.082532029,0.304833104,5.440489,52.474138,7.224,0.904,56.756,1.04705,56.50635,212.64325,104.50795,1013.15,104.5,y,0.836,0.000836
134T,2,POM,pom,1.04,17.6,0,0,34.31,51.29699796,17.6,3.031186243,1.04,quercus,3.492514886,0.237312523,0.755718606,0.003469398,7.206392281,fraction.pom,38.73306113,2.791256327,3.248409666,0.234093143,13B,10.921,0.275,0.0484,15.62844048,0.304833104,0.0484,10.901,0.309691809,0,0.082532029,0.304833104,5.440489,52.474138,7.224,0.904,56.756,1.04705,56.50635,212.64325,104.50795,1013.15,104.5,y,0.836,0.000836
134X,1,Silt + Clay,sc,0.36,4.78,0,0.41,10.84,40.72365314,4.414444,3.32103321,0.36,fagus,5.605310593,0.365286278,0.511223006,0.004352642,12.08053691,fraction.sc,42.67894804,5.155846071,2.992081074,0.361459459,16A,10.28,7.198,0.317751679,61.60122503,0.530020976,0.317751679,10.364,0.51582039,0.026312721,0.052553725,0.530020976,5.439863,52.474809,7.2215,0.959,18.009,0.8348,55.8359,204.06715,116.7782,1342,58.98,y,0.47184,0.00047184
134X,1,Sand + Agg,sa,0.19,3.21,0,0.35,6.35,45.38937008,2.882225,2.992125984,0.19,fagus,5.605310593,0.365286278,0.511223006,0.004352642,12.08053691,fraction.sa,42.67894804,5.155846071,2.992081074,0.361459459,16A,10.28,2.689,0.07750303,15.0251971,0.530020976,0.07750303,10.364,0.51582039,0.00881387,0.052553725,0.530020976,5.439863,52.474809,7.2215,0.959,18.009,0.8348,55.8359,204.06715,116.7782,1342,58.98,y,0.47184,0.00047184
134X,1,POM,pom,1.4,25.4,0,0.24,48.26,52.37427269,25.275824,2.90095317,1.4,fagus,5.605310593,0.365286278,0.511223006,0.004352642,12.08053691,fraction.pom,42.67894804,5.155846071,2.992081074,0.361459459,16A,10.28,0.477,0.12056568,23.37357787,0.530020976,0.12056568,10.364,0.51582039,0.00059232,0.052553725,0.530020976,5.439863,52.474809,7.2215,0.959,18.009,0.8348,55.8359,204.06715,116.7782,1342,58.98,y,0.47184,0.00047184
134X,2,Silt + Clay,sc,0.21,3.09,0,0.76,7.07,33.71615276,2.383732,2.97029703,0.21,fagus,3.448675852,0.223361169,0.980917672,0.019223749,6.944444444,fraction.sc,36.51663547,2.535877463,2.958802597,0.205472403,16B,10.921,7.906,0.188457852,69.02279313,0.276943178,0.188457852,10.809,0.273037128,0.055837548,0.107126019,0.276943178,5.439863,52.474809,7.2495,0.98,26.8,0.8348,55.8359,204.06715,116.7782,1342,132.6,y,1.0608,0.0010608
134X,2,Sand + Agg,sa,0.12,2.19,0,0.57,3.92,41.89653061,1.642344,3.06122449,0.12,fagus,3.448675852,0.223361169,0.980917672,0.019223749,6.944444444,fraction.sa,36.51663547,2.535877463,2.958802597,0.205472403,16B,10.921,2.724,0.044737451,16.38511616,0.276943178,0.044737451,10.809,0.273037128,0.014918149,0.107126019,0.276943178,5.439863,52.474809,7.2495,0.98,26.8,0.8348,55.8359,204.06715,116.7782,1342,132.6,y,1.0608,0.0010608
134X,2,POM,pom,1.32,23.05,0,1.37,42.19,52.7565845,22.258003,3.128703484,1.32,fagus,3.448675852,0.223361169,0.980917672,0.019223749,6.944444444,fraction.pom,36.51663547,2.535877463,2.958802597,0.205472403,16B,10.921,0.179,0.039841825,14.59209071,0.276943178,0.039841825,10.809,0.273037128,0.001417675,0.107126019,0.276943178,5.439863,52.474809,7.2495,0.98,26.8,0.8348,55.8359,204.06715,116.7782,1342,132.6,y,1.0608,0.0010608
135J,1,POM,pom,1.44,23.66,0.004667295,0.140071009,48.62876254,48.5063624,23.58804379,2.956279942,1.437602353,acer,5.365286696,0.422444363,0.568709473,0.002945115,11.02665062,fraction.pom,43.06264487,4.8683066,3.712434925,0.419697199,7A,10.088,0.308,0.072651175,14.21814313,0.49111477,0.072651175,10.141,0.510975127,0.000221625,0.05366468,0.49111477,5.44724,52.475023,7.243,0.82,33.794,1.39495,55.9265,160.9802,88.33845,1826.5,61.72,y,0.49376,0.00049376
135J,1,Sand + Agg,sa,0.35,5.09,0.004078402,0.597343679,9.959739264,45.70551571,4.552150194,3.477277738,0.346327796,acer,5.365286696,0.422444363,0.568709473,0.002945115,11.02665062,fraction.sa,43.06264487,4.8683066,3.712434925,0.419697199,7A,10.088,2.457,0.11184633,21.88880132,0.49111477,0.11184633,10.141,0.510975127,0.01321497,0.05366468,0.49111477,5.44724,52.475023,7.243,0.82,33.794,1.39495,55.9265,160.9802,88.33845,1826.5,61.72,y,0.49376,0.00049376
135J,1,Silt + Clay,sc,0.4,4.8,0.013898217,0.419023116,10.79610073,40.99827477,4.426215042,3.590205929,0.387602249,acer,5.365286696,0.422444363,0.568709473,0.002945115,11.02665062,fraction.sc,43.06264487,4.8683066,3.712434925,0.419697199,7A,10.088,7.376,0.326477621,63.89305555,0.49111477,0.326477621,10.141,0.510975127,0.027570379,0.05366468,0.49111477,5.44724,52.475023,7.243,0.82,33.794,1.39495,55.9265,160.9802,88.33845,1826.5,61.72,y,0.49376,0.00049376
135J,2,POM,pom,0.28,4.25,0.003505927,0,14.16067521,30.01269316,4.25,1.95605458,0.276990536,acer,3.278863854,0.220884505,0.78071832,0.002746624,6.86017138,fraction.pom,37.19592423,2.551704149,3.182519678,0.218326304,7B,10.356,0.787,0.0334475,12.19173653,0.264254482,0.0334475,11.031,0.27434566,0,0.080851189,0.264254482,5.44724,52.475023,7.285,0.955,27.784,1.39495,55.9265,160.9802,88.33845,1826.5,145.1,y,1.1608,0.0011608
135J,2,Sand + Agg,sa,0.13,2.19,0.003316677,0.544762603,5.130080451,32.61516409,1.673184157,2.472738438,0.126853471,acer,3.278863854,0.220884505,0.78071832,0.002746624,6.86017138,fraction.sa,37.19592423,2.551704149,3.182519678,0.218326304,7B,10.356,2.009,0.03361427,12.2525247,0.264254482,0.03361427,11.031,0.27434566,0.01038283,0.080851189,0.264254482,5.44724,52.475023,7.285,0.955,27.784,1.39495,55.9265,160.9802,88.33845,1826.5,145.1,y,1.1608,0.0011608
135J,2,Silt + Clay,sc,0.22,3.16,0.014561276,0.687063563,6.42911731,39.15169747,2.517108559,3.21000342,0.206374886,acer,3.278863854,0.220884505,0.78071832,0.002746624,6.86017138,fraction.sc,37.19592423,2.551704149,3.182519678,0.218326304,7B,10.356,8.235,0.20728389,75.55573877,0.264254482,0.20728389,11.031,0.27434566,0.05294211,0.080851189,0.264254482,5.44724,52.475023,7.285,0.955,27.784,1.39495,55.9265,160.9802,88.33845,1826.5,145.1,y,1.1608,0.0011608
156H,1,POM,pom,0.36,6.49,0.003301134,0.074539425,17.72127516,36.27656505,6.428669912,2.016129572,0.357283869,picea,8.193354035,0.549642333,0.555869359,0.003808016,16.22407187,fraction.pom,47.63088688,7.72766932,3.368156506,0.546452132,6A,10.367,0.653,0.041979215,6.753483494,0.801127478,0.041979215,10.229,0.621593501,0.000400485,0.057626976,0.801127478,5.451252,52.465914,7.219,0.628,NA,1.064,56.2102,228.23025,119.61005,1169.5,170.4,y,1.3632,0.0013632
156H,1,Sand + Agg,sa,0.26,4.23,0.012265395,0.470887207,6.912541788,54.85193702,3.791663068,3.596107816,0.248582456,picea,8.193354035,0.549642333,0.555869359,0.003808016,16.22407187,fraction.sa,47.63088688,7.72766932,3.368156506,0.546452132,6A,10.367,2.461,0.093312828,15.01187317,0.801127478,0.093312828,10.229,0.621593501,0.010787472,0.057626976,0.801127478,5.451252,52.465914,7.219,0.628,NA,1.064,56.2102,228.23025,119.61005,1169.5,170.4,y,1.3632,0.0013632
156H,1,Silt + Clay,sc,0.53,7.27,0.01813325,0.516038375,15.68,43.58977323,6.834876442,3.282589564,0.514710044,picea,8.193354035,0.549642333,0.555869359,0.003808016,16.22407187,fraction.sc,47.63088688,7.72766932,3.368156506,0.546452132,6A,10.367,7.115,0.486301459,78.23464333,0.801127478,0.486301459,10.229,0.621593501,0.030959041,0.057626976,0.801127478,5.451252,52.465914,7.219,0.628,NA,1.064,56.2102,228.23025,119.61005,1169.5,170.4,y,1.3632,0.0013632
156H,2,POM,pom,0.72,15.45,0.028584923,0.279954239,28.17887931,54.11476291,15.24893373,2.482249135,0.699469988,picea,3.597768917,0.226226263,0.821941252,0.003156156,7.181896634,fraction.pom,39.472284,2.834858636,3.109161691,0.223296779,6B,10.074,0.346,0.052761311,17.11960485,0.285583659,0.052761311,10.279,0.308192339,0.000695689,0.082802362,0.285583659,5.451252,52.465914,7.377,0.981,NA,1.064,56.2102,228.23025,119.61005,1169.5,73.25,y,0.586,0.000586
156H,2,Sand + Agg,sa,0.09,1.72,0.005370347,0.604059182,3.177172923,35.72776334,1.135132823,2.669048247,0.084800278,picea,3.597768917,0.226226263,0.821941252,0.003156156,7.181896634,fraction.sa,39.472284,2.834858636,3.109161691,0.223296779,6B,10.074,1.8,0.020432391,6.62975298,0.285583659,0.020432391,10.279,0.308192339,0.010527609,0.082802362,0.285583659,5.451252,52.465914,7.377,0.981,NA,1.064,56.2102,228.23025,119.61005,1169.5,73.25,y,0.586,0.000586
156H,2,Silt + Clay,sc,0.24,3.59,0.013369922,0.763503479,8.244810447,35.04563209,2.889445936,2.762130242,0.227732403,picea,3.597768917,0.226226263,0.821941252,0.003156156,7.181896634,fraction.sc,39.472284,2.834858636,3.109161691,0.223296779,6B,10.074,8.133,0.234998638,76.25064217,0.285583659,0.234998638,10.279,0.308192339,0.056976062,0.082802362,0.285583659,5.451252,52.465914,7.377,0.981,NA,1.064,56.2102,228.23025,119.61005,1169.5,73.25,y,0.586,0.000586
157G,1,Sand + Agg,sa,0.33,4.57,0,0.48,9.59,43.12859228,4.136032,3.441084463,0.33,populus,6.883133333,0.6181018,0.651026636,0.003264769,16,fraction.sa,39.60169349,6.336270959,3.845996213,0.615359394,12A,10.424,2.227,0.092109433,11.4385081,0.660492885,0.092109433,10.872,0.805257397,0.009664467,0.067863017,0.660492885,5.452375,52.460853,7.048,NA,NA,1.3739,54.71905,157.715,112.7992,2016,95.89,y,0.76712,0.00076712
157G,1,POM,pom,1.48,19.27,0,0,39.15,49.22094508,19.27,3.780332056,1.48,populus,6.883133333,0.6181018,0.651026636,0.003264769,16,fraction.pom,39.60169349,6.336270959,3.845996213,0.615359394,12A,10.424,1.332,0.2566764,31.87507508,0.660492885,0.2566764,10.872,0.805257397,0,0.067863017,0.660492885,5.452375,52.460853,7.048,NA,NA,1.3739,54.71905,157.715,112.7992,2016,95.89,y,0.76712,0.00076712
157G,1,Silt + Clay,sc,0.61,6.63,0.016859308,0.457162557,15.11102378,41.30705819,6.241919386,3.942077749,0.595688306,populus,6.883133333,0.6181018,0.651026636,0.003264769,16,fraction.sc,39.60169349,6.336270959,3.845996213,0.615359394,12A,10.424,7.313,0.456471565,56.68641681,0.660492885,0.456471565,10.872,0.805257397,0.028380335,0.067863017,0.660492885,5.452375,52.460853,7.048,NA,NA,1.3739,54.71905,157.715,112.7992,2016,95.89,y,0.76712,0.00076712
157G,2,Sand + Agg,sa,0.1,2.08,0,0.52,4.61,34.35947939,1.583972,2.169197397,0.1,populus,4.144297843,0.322683249,0.749712397,0.00411406,8.092485549,fraction.sa,42.69708969,3.455255813,3.940719038,0.318902119,12B,10.156,1.688,0.026737447,5.438405109,0.35091578,0.026737447,10.926,0.491641333,0.008372953,0.076140791,0.35091578,5.452375,52.460853,7.265,NA,NA,1.3739,54.71905,157.715,112.7992,2016,148.8,y,1.1904,0.0011904
157G,2,POM,pom,1.55,20.47,0,0,40.69,50.30720079,20.47,3.809289752,1.55,populus,4.144297843,0.322683249,0.749712397,0.00411406,8.092485549,fraction.pom,42.69708969,3.455255813,3.940719038,0.318902119,12B,10.156,0.912,0.1866864,37.97207183,0.35091578,0.1866864,10.926,0.491641333,0,0.076140791,0.35091578,5.452375,52.460853,7.265,NA,NA,1.3739,54.71905,157.715,112.7992,2016,148.8,y,1.1904,0.0011904
157G,2,Silt + Clay,sc,0.32,3.96,0.017262605,0.685316758,9.757115433,34.2473184,3.341550389,3.11999719,0.304421727,populus,4.144297843,0.322683249,0.749712397,0.00411406,8.092485549,fraction.sc,42.69708969,3.455255813,3.940719038,0.318902119,12B,10.156,8.326,0.278217485,56.58952307,0.35091578,0.278217485,10.926,0.491641333,0.051492115,0.076140791,0.35091578,5.452375,52.460853,7.265,NA,NA,1.3739,54.71905,157.715,112.7992,2016,148.8,y,1.1904,0.0011904
157L,1,Silt + Clay,sc,0.547004996,6.582002285,0.004169039,0.076467447,16.85055165,38.68371885,6.518420025,3.225641951,0.543538463,quercus,8.24140279,0.619888548,0.462417205,0.003387298,17.6056338,fraction.sc,44.64705533,7.860397065,3.505114399,0.617097605,29A,10.415,7.485,0.487903739,61.09780452,0.818660354,0.487903739,10.176,0.798561818,0.004759132,0.048160752,0.818660354,5.45023,52.461558,7.022,0.73,52.218,1.04705,56.50635,212.64325,104.50795,1013.15,73.25,y,0.586,0.000586
157L,1,Sand + Agg,sa,0.511790737,7.423915107,0.003210187,0.180420264,15.90493601,45.72285337,7.272190571,3.200837324,0.509091128,quercus,8.24140279,0.619888548,0.462417205,0.003387298,17.6056338,fraction.sa,44.64705533,7.860397065,3.505114399,0.617097605,29A,10.415,2.143,0.155843044,19.51546397,0.818660354,0.155843044,10.176,0.798561818,0.003251457,0.048160752,0.818660354,5.45023,52.461558,7.022,0.73,52.218,1.04705,56.50635,212.64325,104.50795,1013.15,73.25,y,0.586,0.000586
157L,1,POM,pom,1.708682134,28.28016424,0.004589185,0.06525255,55.18134715,51.19650096,28.25091893,3.092757628,1.706625323,quercus,8.24140279,0.619888548,0.462417205,0.003387298,17.6056338,fraction.pom,44.64705533,7.860397065,3.505114399,0.617097605,29A,10.415,0.548,0.154815036,19.38673151,0.818660354,0.154815036,10.176,0.798561818,0.000160264,0.048160752,0.818660354,5.45023,52.461558,7.022,0.73,52.218,1.04705,56.50635,212.64325,104.50795,1013.15,73.25,y,0.586,0.000586
157L,2,Silt + Clay,sc,0.244200985,3.238776854,0.00396771,0.156749061,10.86323957,28.52791563,3.099055819,2.215400805,0.240664297,quercus,3.295878031,0.223810716,0.869352515,0.003712676,7.382550336,fraction.sc,33.73774359,2.490705903,2.985040672,0.22037213,29B,10.453,8.598,0.266456819,76.93215995,0.260353488,0.266456819,10.366,0.346352968,0.012013215,0.090873418,0.260353488,5.45023,52.461558,NA,0.981,28.827,1.04705,56.50635,212.64325,104.50795,1013.15,200.8,y,1.6064,0.0016064
157L,2,Sand + Agg,sa,0.210729851,3.839803424,0.003918186,0.727944223,8.276533593,38.32652539,3.172107749,2.502689715,0.207135955,quercus,3.295878031,0.223810716,0.869352515,0.003712676,7.382550336,fraction.sa,33.73774359,2.490705903,2.985040672,0.22037213,29B,10.453,1.662,0.052720431,15.22159059,0.260353488,0.052720431,10.366,0.346352968,0.011097102,0.090873418,0.260353488,5.45023,52.461558,NA,0.981,28.827,1.04705,56.50635,212.64325,104.50795,1013.15,200.8,y,1.6064,0.0016064
157L,2,POM,pom,1.463307042,25.74265775,0.004553317,0.251282636,58.13953488,44.09644783,25.63746967,2.513609724,1.461401002,quercus,3.295878031,0.223810716,0.869352515,0.003712676,7.382550336,fraction.pom,33.73774359,2.490705903,2.985040672,0.22037213,29B,10.453,0.106,0.027175718,7.846249452,0.260353488,0.027175718,10.366,0.346352968,0.000111499,0.090873418,0.260353488,5.45023,52.461558,NA,0.981,28.827,1.04705,56.50635,212.64325,104.50795,1013.15,200.8,y,1.6064,0.0016064
158G,1,Silt + Clay,sc,0.461441814,5.965635963,0.004009576,0.125787543,15.56948798,37.63407572,5.859432896,2.942013951,0.458056508,quercus,7.400181969,0.513065664,0.62333637,0.003284808,15.43624161,fraction.sc,44.52551004,6.873065307,3.30577818,0.510287907,26A,10.462,7.836,0.459145162,69.11517603,0.719060092,0.459145162,10.342,0.664318878,0.008322072,0.065213451,0.719060092,5.450648,52.459583,7.226,0.741,51.807,1.04705,56.50635,212.64325,104.50795,1013.15,66.49,y,0.53192,0.00053192
158G,1,Sand + Agg,sa,0.323709648,5.177964765,0.00340268,0.392030211,10.76759062,44.83962042,4.828146762,2.978134719,0.320673355,quercus,7.400181969,0.513065664,0.62333637,0.003284808,15.43624161,fraction.sa,44.52551004,6.873065307,3.30577818,0.510287907,26A,10.462,2.172,0.104867348,15.78569437,0.719060092,0.104867348,10.342,0.664318878,0.007598047,0.065213451,0.719060092,5.450648,52.459583,7.226,0.741,51.807,1.04705,56.50635,212.64325,104.50795,1013.15,66.49,y,0.53192,0.00053192
158G,1,POM,pom,1.630361465,30.12262397,0.018224443,0.220788502,58.88501742,51.00082862,30.03184682,2.755995599,1.622868488,quercus,7.400181969,0.513065664,0.62333637,0.003284808,15.43624161,fraction.pom,44.52551004,6.873065307,3.30577818,0.510287907,26A,10.462,0.334,0.100306368,15.09912961,0.719060092,0.100306368,10.342,0.664318878,0.000303196,0.065213451,0.719060092,5.450648,52.459583,7.226,0.741,51.807,1.04705,56.50635,212.64325,104.50795,1013.15,66.49,y,0.53192,0.00053192
158G,2,Silt + Clay,sc,0.222083028,3.124494339,0.003252239,0.433334157,9.572301426,28.54736925,2.732640234,2.289335588,0.219142103,quercus,3.39274581,0.221818002,0.757871429,0.003583623,8.187134503,fraction.sc,32.94097994,2.696922334,2.669160681,0.218527775,26B,10.385,8.239,0.225142229,74.68247612,0.280075384,0.225142229,10.521,0.30146594,0.03228486,0.078704948,0.280075384,5.450648,52.459583,7.329,0.966,32.292,1.04705,56.50635,212.64325,104.50795,1013.15,192.4,y,1.5392,0.0015392
158G,2,Sand + Agg,sa,0.120496895,2.286683702,0.003105145,0.581501958,4.550625711,38.05287078,1.731643722,2.582788851,0.117533054,quercus,3.39274581,0.221818002,0.757871429,0.003583623,8.187134503,fraction.sa,32.94097994,2.696922334,2.669160681,0.218527775,26B,10.385,2.083,0.036070139,11.96491341,0.280075384,0.036070139,10.521,0.30146594,0.011561483,0.078704948,0.280075384,5.450648,52.459583,7.329,0.966,32.292,1.04705,56.50635,212.64325,104.50795,1013.15,192.4,y,1.5392,0.0015392
158G,2,POM,pom,1.080263169,20.29547938,0.004655421,0.117262517,42.39130435,47.7171587,20.22792597,2.541986519,1.077581242,quercus,3.39274581,0.221818002,0.757871429,0.003583623,8.187134503,fraction.pom,32.94097994,2.696922334,2.669160681,0.218527775,26B,10.385,0.199,0.040253573,13.35261046,0.280075384,0.040253573,10.521,0.30146594,0.000134431,0.078704948,0.280075384,5.450648,52.459583,7.329,0.966,32.292,1.04705,56.50635,212.64325,104.50795,1013.15,192.4,y,1.5392,0.0015392
158J1,1,Sand + Agg,sa,0.34,5.11,0,0.16,10.62,46.77016949,4.966992,3.201506591,0.34,picea,8.3686974,0.57147338,0.507869812,0.004051991,18.26086957,fraction.sa,43.55525897,7.953569032,3.111359597,0.568161318,4A,10.174,3.007,0.149357449,17.9040778,0.809196113,0.149357449,10.751,0.834209118,0.004300251,0.051670675,0.809196113,5.451252,52.45995,NA,0.683,43.969,1.064,56.2102,228.23025,119.61005,1169.5,215.2,y,1.7216,0.0017216
158J1,1,POM,pom,1.14,21.55,0,0,43.35,49.71164937,21.55,2.629757785,1.14,picea,8.3686974,0.57147338,0.507869812,0.004051991,18.26086957,fraction.pom,43.55525897,7.953569032,3.111359597,0.568161318,4A,10.174,1.289,0.2777795,33.29854519,0.809196113,0.2777795,10.751,0.834209118,0,0.051670675,0.809196113,5.451252,52.45995,NA,0.683,43.969,1.064,56.2102,228.23025,119.61005,1169.5,215.2,y,1.7216,0.0017216
158J1,1,Silt + Clay,sc,0.53,6.7,0.018462631,0.465443526,15.41568812,40.90837689,6.306307796,3.336753485,0.514383511,picea,8.3686974,0.57147338,0.507869812,0.004051991,18.26086957,fraction.sc,43.55525897,7.953569032,3.111359597,0.568161318,4A,10.174,6.455,0.407072168,48.79737701,0.809196113,0.407072168,10.751,0.834209118,0.025412832,0.051670675,0.809196113,5.451252,52.45995,NA,0.683,43.969,1.064,56.2102,228.23025,119.61005,1169.5,215.2,y,1.7216,0.0017216
158J1,2,Sand + Agg,sa,0.09,1.64,0,0.35,3.99,32.68082707,1.303965,2.255639098,0.09,picea,3.562900527,0.22510949,0.911460489,0.003429082,6.285714286,fraction.sa,43.09346109,2.70873184,3.530162845,0.22189595,4B,10.18,2.386,0.031112605,12.60568407,0.275748901,0.031112605,10.11,0.246814094,0.008017795,0.092786678,0.275748901,5.451252,52.45995,7.1925,0.979,23.72,1.064,56.2102,228.23025,119.61005,1169.5,87.15,y,0.6972,0.0006972
158J1,2,Silt + Clay,sc,0.27,3.61,0.01790944,0.895092004,8.681318681,32.16808285,2.792613785,2.92173741,0.253645336,picea,3.562900527,0.22510949,0.911460489,0.003429082,6.285714286,fraction.sc,43.09346109,2.70873184,3.530162845,0.22189595,4B,10.18,7.724,0.215701489,87.39431593,0.275748901,0.215701489,10.11,0.246814094,0.063134911,0.092786678,0.275748901,5.451252,52.45995,7.1925,0.979,23.72,1.064,56.2102,228.23025,119.61005,1169.5,87.15,y,0.6972,0.0006972
158N,1,Silt + Clay,sc,0.573917673,6.153013551,0.004261235,0.043085461,15.76253838,38.80542147,6.116719452,3.618250456,0.570328117,fraxinus,6.977718677,0.613782946,0.412202801,0.003409394,15.26717557,fraction.sc,43.4163318,6.628447601,4.00135616,0.61089407,30A,10.521,9.009,0.551055255,78.23577097,0.697378972,0.551055255,10.87,0.704352048,0.003269735,0.043367857,0.697378972,5.447875,52.461677,7.196,0.645,43.493,2.00415,54.5257,106.51905,77.3521,2381.5,90.05,y,0.7204,0.0007204
