site,depth,fraction.name,fraction.code,pct.n.pre.ashing,pct.c.pre.ashing,pct.n.post.ashing,pct.c.post.ashing,pct.mass.loss,c.in.org.fract,org.c.in.t.frac,n.in.org.fract,org.n.in.t.frac,species,mean.c.pre,mean.n.pre,mean.c.post,mean.n.post,mean.pct.mass.loss,fraction.id,c.in.org.fraction.bulk,org.c.in.total.bulk,n.in.org.fraction.bulk,org.n.in.total.bulk,sample,soil.start.wt,weight.g,orgc.weight,totwt,pct.c.cont.by.fraction
131V1,1,Silt + Clay,sc,0.46,5.26,0.016716002,0.627053832,12.55142064,37.5387812,4.711650332,3.548459625,0.445382094,fraxinus,3.41186608,0.352040363,0.709395956,0.003964998,10.65088757,fraction.sc,26.08258769,2.77802709,3.272005926,0.348497672,5A,10.111,7.085,0.333820426,0.522029383,63.94667369
131V1,2,Sand + Agg,sa,0.1,1.74,0,0.36,4.16,33.53307692,1.394976,2.403846154,0.1,fraxinus,2.69269894,0.169630425,0.834807761,0.002900085,6.111111111,fraction.sa,31.23666342,1.908907209,2.73121474,0.166907567,5B,11.451,3.238,0.045169323,0.252129329,17.91514025
131V1,2,POM,pom,1.58,28.1,0.01,0.93,46.15,59.80323944,27.599195,3.411950163,1.574615,fraxinus,2.69269894,0.169630425,0.834807761,0.002900085,6.111111111,fraction.pom,31.23666342,1.908907209,2.73121474,0.166907567,5B,11.451,0.1,0.027599195,0.252129329,10.94644369
131V1,2,Silt + Clay,sc,0.22,2.95,0.015985819,0.896223317,7.596671561,27.93144087,2.121859825,2.701559091,0.205228571,fraxinus,2.69269894,0.169630425,0.834807761,0.002900085,6.111111111,fraction.sc,31.23666342,1.908907209,2.73121474,0.166907567,5B,11.451,8.453,0.179360811,0.252129329,71.13841606
132Q,1,POM,pom,1,19.88,0.018825374,0.164982614,39.92631375,49.543489,19.78088886,2.476288971,0.988690904,fagus,7.001218686,0.426696909,0.525642629,0.00305857,14.11393653,fraction.pom,46.40636516,6.549764924,3.004619035,0.424070024,2A,10.149,1.17,0.2314364,0.648923881,35.66464516
132Q,1,Sand + Agg,sa,0.2,3.73,0.003961849,0.270889554,7.643250556,45.52794898,3.479815213,2.568814977,0.196340965,fagus,7.001218686,0.426696909,0.525642629,0.00305857,14.11393653,fraction.sa,46.40636516,6.549764924,3.004619035,0.424070024,2A,10.149,2.679,0.09322425,0.648923881,14.36597608
132Q,1,Silt + Clay,sc,0.37,5.17,0.014411509,0.373497764,11.96597004,40.45802263,4.841194867,2.98607607,0.357312968,fagus,7.001218686,0.426696909,0.525642629,0.00305857,14.11393653,fraction.sc,46.40636516,6.549764924,3.004619035,0.424070024,2A,10.149,6.698,0.324263232,0.648923881,49.96937876
132Q,2,POM,pom,0.66,12.56,0.02535159,0.365749669,32.98969072,37.32957099,12.31491002,1.949129583,0.643011821,fagus,2.711704757,0.179901452,0.782004253,0.002911905,6.313262087,fraction.pom,31.34782708,1.979070482,2.806368257,0.177173383,2B,10.193,0.231,0.028447442,0.193573147,14.69596509
132Q,2,Sand + Agg,sa,0.08,1.57,0.003365679,0.580913346,2.795003146,35.96858922,1.0053232,2.745198765,0.076728392,fagus,2.711704757,0.179901452,0.782004253,0.002911905,6.313262087,fraction.sa,31.34782708,1.979070482,2.806368257,0.177173383,2B,10.193,2.472,0.02485159,0.193573147,12.83834554
132Q,2,Silt + Clay,sc,0.18,2.64,0.18,0.848256653,5.449985531,33.72436865,1.837973212,0.18,0.009809974,fagus,2.711704757,0.179901452,0.782004253,0.002911905,6.313262087,fraction.sc,31.34782708,1.979070482,2.806368257,0.177173383,2B,10.193,7.632,0.140274116,0.193573147,72.46568937
133U1,1,Sand + Agg,sa,0.34,4.81,0,0.2,9.87,46.90719352,4.62974,3.444782168,0.34,picea_ab,8.000073063,0.600113071,0.466656198,0.003241034,18.8976378,fraction.sa,40.3309871,7.621603863,3.161688896,0.597484516,11A,10.295,3.141,0.145420133,0.786476652,18.49007635
133U1,1,POM,pom,1.61,27.48,0,0.01,54.55,50.36747021,27.475455,2.951420715,1.61,picea_ab,8.000073063,0.600113071,0.466656198,0.003241034,18.8976378,fraction.pom,40.3309871,7.621603863,3.161688896,0.597484516,11A,10.295,0.631,0.173370121,0.786476652,22.04389929
133U1,1,Silt + Clay,sc,0.59,7.36,0.021844489,0.466753655,17.33294141,40.2363818,6.974148483,3.299738861,0.571941803,picea_ab,8.000073063,0.600113071,0.466656198,0.003241034,18.8976378,fraction.sc,40.3309871,7.621603863,3.161688896,0.597484516,11A,10.295,6.706,0.467686397,0.786476652,59.46602435
133U1,2,Sand + Agg,sa,0.09,1.48,0,0.26,3.52,34.91909091,1.229152,2.556818182,0.09,picea_ab,3.834706066,0.255386332,0.753073476,0.003522448,7.547169811,fraction.sa,41.5847053,3.138468324,3.340718911,0.252129729,11B,10.335,2.361,0.029020279,0.422001126,6.87682495
133U1,2,POM,pom,1.16,19.58,0,0.02,37.93,51.58867915,19.567586,3.058265225,1.16,picea_ab,3.834706066,0.255386332,0.753073476,0.003522448,7.547169811,fraction.pom,41.5847053,3.138468324,3.340718911,0.252129729,11B,10.335,0.91,0.178065033,0.422001126,42.19539277
133U1,2,Silt + Clay,sc,0.25,3.44,0.015456992,0.75138799,8.832420178,31.19165188,2.754977754,2.670935369,0.235908234,picea_ab,3.834706066,0.255386332,0.753073476,0.003522448,7.547169811,fraction.sc,41.5847053,3.138468324,3.340718911,0.252129729,11B,10.335,7.801,0.214915815,0.422001126,50.92778228
133U2,1,Silt + Clay,sc,0.6,6.42,0,0.56,13.55,43.80723247,5.93588,4.42804428,0.6,populus,6.844836524,0.604947544,0.629579755,0.002771146,14.39393939,fraction.sc,43.80925837,6.305878097,4.186312439,0.602575275,17A,10.488,6.888,0.408863414,0.642993216,63.58751608
133U2,1,Sand + Agg,sa,0.35,4.51,0,0.75,3.82,99.17931937,3.78865,9.162303665,0.35,populus,6.844836524,0.604947544,0.629579755,0.002771146,14.39393939,fraction.sa,43.80925837,6.305878097,4.186312439,0.602575275,17A,10.488,3.053,0.115667485,0.642993216,17.98891212
133U2,1,POM,pom,1.83,22.56,0,0.07,44.79,50.28210092,22.521353,4.085733423,1.83,populus,6.844836524,0.604947544,0.629579755,0.002771146,14.39393939,fraction.pom,43.80925837,6.305878097,4.186312439,0.602575275,17A,10.488,0.526,0.118462317,0.642993216,18.4235718
133U2,2,Silt + Clay,sc,0.29,3.83,0,0.78,8.07,38.57429988,3.112946,3.593556382,0.29,populus,4.017776331,0.296765427,1.255282115,0.004812059,8.387096774,fraction.sc,34.19271315,2.867775942,3.485794524,0.29235696,17B,10.614,7.648,0.23807811,0.350980014,67.83238385
133U2,2,Sand + Agg,sa,0.2,2.78,0,0.62,5.02,43.64788845,2.191124,3.984063745,0.2,populus,4.017776331,0.296765427,1.255282115,0.004812059,8.387096774,fraction.sa,34.19271315,2.867775942,3.485794524,0.29235696,17B,10.614,2.909,0.063739797,0.350980014,18.16052045
133U2,2,POM,pom,1.35,19.72,0,0.56,34.85,55.5384792,19.35516,3.87374462,1.35,populus,4.017776331,0.296765427,1.255282115,0.004812059,8.387096774,fraction.pom,34.19271315,2.867775942,3.485794524,0.29235696,17B,10.614,0.254,0.049162106,0.350980014,14.0070957
133V1,1,Silt + Clay,sc,0.480204765,5.577936209,0.003971956,0.296958198,13.57388316,39.20239114,5.32128677,3.512421258,0.476771958,acer,6.46472344,0.51316872,0.609637408,0.003396358,14.28571429,fraction.sc,41.59523962,5.94217709,3.571802891,0.510257556,21A,10.459,7.82,0.416124625,0.600179997,69.33330455
133V1,1,Sand + Agg,sa,0.204208906,3.350841537,0.003264229,0.32391729,7.536231884,40.48887364,3.051335405,2.66964552,0.201190677,acer,6.46472344,0.51316872,0.609637408,0.003396358,14.28571429,fraction.sa,41.59523962,5.94217709,3.571802891,0.510257556,21A,10.459,2.196,0.067007325,0.600179997,11.16453827
133V1,1,POM,pom,1.65391055,26.78992426,0.004210252,0.140654873,52.63157895,50.77426671,26.72329827,3.138640818,1.65191622,acer,6.46472344,0.51316872,0.609637408,0.003396358,14.28571429,fraction.pom,41.59523962,5.94217709,3.571802891,0.510257556,21A,10.459,0.438,0.117048046,0.600179997,19.50215718
133V1,2,Silt + Clay,sc,0.271386408,3.470413064,0.003999355,0.219654016,10.19172553,32.11571557,3.273145582,2.62756935,0.267794656,acer,3.969000843,0.274692042,0.798257432,0.004049163,9.375,fraction.sc,34.61952048,3.245580045,2.890906539,0.271022488,21B,10.067,8.038,0.263095442,0.362743232,72.52938675
133V1,2,Sand + Agg,sa,0.129724877,2.229037656,0.003923922,0.139387368,5.973223481,35.12301547,2.097976207,2.110005427,0.12603534,acer,3.969000843,0.274692042,0.798257432,0.004049163,9.375,fraction.sa,34.61952048,3.245580045,2.890906539,0.271022488,21B,10.067,1.895,0.039756649,0.362743232,10.95999748
133V1,2,POM,pom,1.565692882,30.48953574,0.004296833,0.228646972,61.53846154,49.40259122,30.4015946,2.541565413,1.564040254,acer,3.969000843,0.274692042,0.798257432,0.004049163,9.375,fraction.pom,34.61952048,3.245580045,2.890906539,0.271022488,21B,10.067,0.197,0.059891141,0.362743232,16.51061578
134T,1,Sand + Agg,sa,0.21,3.26,0,0.14,7.03,44.52122333,3.129842,2.987197724,0.21,quercus,6.779366049,0.492204586,0.41053694,0.003511599,14.034906,fraction.sa,45.78903188,6.426447583,3.485494214,0.489185837,13A,10.28,2.55,0.079810971,0.629845962,12.67150634
134T,1,Silt + Clay,sc,0.45,5.74,0.02,0.37,12.14,44.6039374,5.414918,3.562009885,0.432428,quercus,6.779366049,0.492204586,0.41053694,0.003511599,14.034906,fraction.sc,45.78903188,6.426447583,3.485494214,0.489185837,13A,10.28,6.901,0.373683491,0.629845962,59.32934616
134T,1,POM,pom,1.18,20.87,0,0,41.52,50.26493256,20.87,2.842003854,1.18,quercus,6.779366049,0.492204586,0.41053694,0.003511599,14.034906,fraction.pom,45.78903188,6.426447583,3.485494214,0.489185837,13A,10.28,0.845,0.1763515,0.629845962,27.9991475
134T,2,Sand + Agg,sa,0.12,1.91,0,0.28,4,41.03,1.6412,3,0.12,quercus,3.492514886,0.237312523,0.755718606,0.003469398,7.206392281,fraction.sa,38.73306113,2.791256327,3.248409666,0.234093143,13B,10.921,2.845,0.04669214,0.309691809,15.07696965
134T,2,Silt + Clay,sc,0.25,3.51,0.02,0.81,7.16,38.51949721,2.757996,3.232290503,0.231432,quercus,3.492514886,0.237312523,0.755718606,0.003469398,7.206392281,fraction.sc,38.73306113,2.791256327,3.248409666,0.234093143,13B,10.921,7.781,0.214599669,0.309691809,69.29458988
134T,2,POM,pom,1.04,17.6,0,0,34.31,51.29699796,17.6,3.031186243,1.04,quercus,3.492514886,0.237312523,0.755718606,0.003469398,7.206392281,fraction.pom,38.73306113,2.791256327,3.248409666,0.234093143,13B,10.921,0.275,0.0484,0.309691809,15.62844048
134X,1,Silt + Clay,sc,0.36,4.78,0,0.41,10.84,40.72365314,4.414444,3.32103321,0.36,fagus,5.605310593,0.365286278,0.511223006,0.004352642,12.08053691,fraction.sc,42.67894804,5.155846071,2.992081074,0.361459459,16A,10.28,7.198,0.317751679,0.51582039,61.60122503
134X,1,Sand + Agg,sa,0.19,3.21,0,0.35,6.35,45.38937008,2.882225,2.992125984,0.19,fagus,5.605310593,0.365286278,0.511223006,0.004352642,12.08053691,fraction.sa,42.67894804,5.155846071,2.992081074,0.361459459,16A,10.28,2.689,0.07750303,0.51582039,15.0251971
134X,1,POM,pom,1.4,25.4,0,0.24,48.26,52.37427269,25.275824,2.90095317,1.4,fagus,5.605310593,0.365286278,0.511223006,0.004352642,12.08053691,fraction.pom,42.67894804,5.155846071,2.992081074,0.361459459,16A,10.28,0.477,0.12056568,0.51582039,23.37357787
134X,2,Silt + Clay,sc,0.21,3.09,0,0.76,7.07,33.71615276,2.383732,2.97029703,0.21,fagus,3.448675852,0.223361169,0.980917672,0.019223749,6.944444444,fraction.sc,36.51663547,2.535877463,2.958802597,0.205472403,16B,10.921,7.906,0.188457852,0.273037128,69.02279313
134X,2,Sand + Agg,sa,0.12,2.19,0,0.57,3.92,41.89653061,1.642344,3.06122449,0.12,fagus,3.448675852,0.223361169,0.980917672,0.019223749,6.944444444,fraction.sa,36.51663547,2.535877463,2.958802597,0.205472403,16B,10.921,2.724,0.044737451,0.273037128,16.38511616
134X,2,POM,pom,1.32,23.05,0,1.37,42.19,52.7565845,22.258003,3.128703484,1.32,fagus,3.448675852,0.223361169,0.980917672,0.019223749,6.944444444,fraction.pom,36.51663547,2.535877463,2.958802597,0.205472403,16B,10.921,0.179,0.039841825,0.273037128,14.59209071
135J,1,POM,pom,1.44,23.66,0.004667295,0.140071009,48.62876254,48.5063624,23.58804379,2.956279942,1.437602353,acer,5.340132483,0.422216944,0.531965505,0.002840915,11.30517323,fraction.pom,43.06264487,4.8683066,3.712434925,0.419697199,7A,10.088,0.308,0.072651175,0.510975127,14.21814313
135J,1,Sand + Agg,sa,0.35,5.09,0.004078402,0.597343679,9.959739264,45.70551571,4.552150194,3.477277738,0.346327796,acer,5.340132483,0.422216944,0.531965505,0.002840915,11.30517323,fraction.sa,43.06264487,4.8683066,3.712434925,0.419697199,7A,10.088,2.457,0.11184633,0.510975127,21.88880132
135J,1,Silt + Clay,sc,0.4,4.8,0.013898217,0.419023116,10.79610073,40.99827477,4.426215042,3.590205929,0.387602249,acer,5.340132483,0.422216944,0.531965505,0.002840915,11.30517323,fraction.sc,43.06264487,4.8683066,3.712434925,0.419697199,7A,10.088,7.376,0.326477621,0.510975127,63.89305555
135J,2,POM,pom,0.28,4.25,0.003505927,0,14.16067521,30.01269316,4.25,1.95605458,0.276990536,acer,3.278863854,0.220884505,0.78071832,0.002746624,6.86017138,fraction.pom,37.19592423,2.551704149,3.182519678,0.218326304,7B,10.356,0.787,0.0334475,0.27434566,12.19173653
135J,2,Sand + Agg,sa,0.13,2.19,0.003316677,0.544762603,5.130080451,32.61516409,1.673184157,2.472738438,0.126853471,acer,3.278863854,0.220884505,0.78071832,0.002746624,6.86017138,fraction.sa,37.19592423,2.551704149,3.182519678,0.218326304,7B,10.356,2.009,0.03361427,0.27434566,12.2525247
135J,2,Silt + Clay,sc,0.22,3.16,0.014561276,0.687063563,6.42911731,39.15169747,2.517108559,3.21000342,0.206374886,acer,3.278863854,0.220884505,0.78071832,0.002746624,6.86017138,fraction.sc,37.19592423,2.551704149,3.182519678,0.218326304,7B,10.356,8.235,0.20728389,0.27434566,75.55573877
156H,1,POM,pom,0.36,6.49,0.003301134,0.074539425,17.72127516,36.27656505,6.428669912,2.016129572,0.357283869,picea_ab,8.193354035,0.549642333,0.555869359,0.003808016,16.22407187,fraction.pom,47.63088688,7.72766932,3.368156506,0.546452132,6A,10.367,0.653,0.041979215,0.621593501,6.753483494
156H,1,Sand + Agg,sa,0.26,4.23,0.012265395,0.470887207,6.912541788,54.85193702,3.791663068,3.596107816,0.248582456,picea_ab,8.193354035,0.549642333,0.555869359,0.003808016,16.22407187,fraction.sa,47.63088688,7.72766932,3.368156506,0.546452132,6A,10.367,2.461,0.093312828,0.621593501,15.01187317
156H,1,Silt + Clay,sc,0.53,7.27,0.01813325,0.516038375,15.68,43.58977323,6.834876442,3.282589564,0.514710044,picea_ab,8.193354035,0.549642333,0.555869359,0.003808016,16.22407187,fraction.sc,47.63088688,7.72766932,3.368156506,0.546452132,6A,10.367,7.115,0.486301459,0.621593501,78.23464333
156H,2,POM,pom,0.72,15.45,0.028584923,0.279954239,28.17887931,54.11476291,15.24893373,2.482249135,0.699469988,picea_ab,3.597768917,0.226226263,0.821941252,0.003156156,7.181896634,fraction.pom,39.472284,2.834858636,3.109161691,0.223296779,6B,10.074,0.346,0.052761311,0.308192339,17.11960485
156H,2,Sand + Agg,sa,0.09,1.72,0.005370347,0.604059182,3.177172923,35.72776334,1.135132823,2.669048247,0.084800278,picea_ab,3.597768917,0.226226263,0.821941252,0.003156156,7.181896634,fraction.sa,39.472284,2.834858636,3.109161691,0.223296779,6B,10.074,1.8,0.020432391,0.308192339,6.62975298
156H,2,Silt + Clay,sc,0.24,3.59,0.013369922,0.763503479,8.244810447,35.04563209,2.889445936,2.762130242,0.227732403,picea_ab,3.597768917,0.226226263,0.821941252,0.003156156,7.181896634,fraction.sc,39.472284,2.834858636,3.109161691,0.223296779,6B,10.074,8.133,0.234998638,0.308192339,76.25064217
157G,1,Sand + Agg,sa,0.33,4.57,0,0.48,9.59,43.12859228,4.136032,3.441084463,0.33,populus,6.883133333,0.6181018,0.651026636,0.003264769,16,fraction.sa,39.60169349,6.336270959,3.845996213,0.615359394,12A,10.424,2.227,0.092109433,0.805257397,11.4385081
157G,1,POM,pom,1.48,19.27,0,0,39.15,49.22094508,19.27,3.780332056,1.48,populus,6.883133333,0.6181018,0.651026636,0.003264769,16,fraction.pom,39.60169349,6.336270959,3.845996213,0.615359394,12A,10.424,1.332,0.2566764,0.805257397,31.87507508
157G,1,Silt + Clay,sc,0.61,6.63,0.016859308,0.457162557,15.11102378,41.30705819,6.241919386,3.942077749,0.595688306,populus,6.883133333,0.6181018,0.651026636,0.003264769,16,fraction.sc,39.60169349,6.336270959,3.845996213,0.615359394,12A,10.424,7.313,0.456471565,0.805257397,56.68641681
157G,2,Sand + Agg,sa,0.1,2.08,0,0.52,4.61,34.35947939,1.583972,2.169197397,0.1,populus,4.144297843,0.322683249,0.749712397,0.00411406,8.092485549,fraction.sa,42.69708969,3.455255813,3.940719038,0.318902119,12B,10.156,1.688,0.026737447,0.491641333,5.438405109
157G,2,POM,pom,1.55,20.47,0,0,40.69,50.30720079,20.47,3.809289752,1.55,populus,4.144297843,0.322683249,0.749712397,0.00411406,8.092485549,fraction.pom,42.69708969,3.455255813,3.940719038,0.318902119,12B,10.156,0.912,0.1866864,0.491641333,37.97207183
157G,2,Silt + Clay,sc,0.32,3.96,0.017262605,0.685316758,9.757115433,34.2473184,3.341550389,3.11999719,0.304421727,populus,4.144297843,0.322683249,0.749712397,0.00411406,8.092485549,fraction.sc,42.69708969,3.455255813,3.940719038,0.318902119,12B,10.156,8.326,0.278217485,0.491641333,56.58952307
157L,1,Silt + Clay,sc,0.547004996,6.582002285,0.004169039,0.076467447,16.85055165,38.68371885,6.518420025,3.225641951,0.543538463,quercus,8.24140279,0.619888548,0.462417205,0.003387298,17.6056338,fraction.sc,44.64705533,7.860397065,3.505114399,0.617097605,29A,10.415,7.485,0.487903739,0.798561818,61.09780452
157L,1,Sand + Agg,sa,0.511790737,7.423915107,0.003210187,0.180420264,15.90493601,45.72285337,7.272190571,3.200837324,0.509091128,quercus,8.24140279,0.619888548,0.462417205,0.003387298,17.6056338,fraction.sa,44.64705533,7.860397065,3.505114399,0.617097605,29A,10.415,2.143,0.155843044,0.798561818,19.51546397
157L,1,POM,pom,1.708682134,28.28016424,0.004589185,0.06525255,55.18134715,51.19650096,28.25091893,3.092757628,1.706625323,quercus,8.24140279,0.619888548,0.462417205,0.003387298,17.6056338,fraction.pom,44.64705533,7.860397065,3.505114399,0.617097605,29A,10.415,0.548,0.154815036,0.798561818,19.38673151
157L,2,Silt + Clay,sc,0.244200985,3.238776854,0.00396771,0.156749061,10.86323957,28.52791563,3.099055819,2.215400805,0.240664297,quercus,3.295878031,0.223810716,0.869352515,0.003712676,7.382550336,fraction.sc,33.73774359,2.490705903,2.985040672,0.22037213,29B,10.453,8.598,0.266456819,0.346352968,76.93215995
157L,2,Sand + Agg,sa,0.210729851,3.839803424,0.003918186,0.727944223,8.276533593,38.32652539,3.172107749,2.502689715,0.207135955,quercus,3.295878031,0.223810716,0.869352515,0.003712676,7.382550336,fraction.sa,33.73774359,2.490705903,2.985040672,0.22037213,29B,10.453,1.662,0.052720431,0.346352968,15.22159059
157L,2,POM,pom,1.463307042,25.74265775,0.004553317,0.251282636,58.13953488,44.09644783,25.63746967,2.513609724,1.461401002,quercus,3.295878031,0.223810716,0.869352515,0.003712676,7.382550336,fraction.pom,33.73774359,2.490705903,2.985040672,0.22037213,29B,10.453,0.106,0.027175718,0.346352968,7.846249452
158G,1,Silt + Clay,sc,0.461441814,5.965635963,0.004009576,0.125787543,15.56948798,37.63407572,5.859432896,2.942013951,0.458056508,quercus,7.400181969,0.513065664,0.62333637,0.003284808,15.43624161,fraction.sc,44.52551004,6.873065307,3.30577818,0.510287907,26A,10.462,7.836,0.459145162,0.664318878,69.11517603
158G,1,Sand + Agg,sa,0.323709648,5.177964765,0.00340268,0.392030211,10.76759062,44.83962042,4.828146762,2.978134719,0.320673355,quercus,7.400181969,0.513065664,0.62333637,0.003284808,15.43624161,fraction.sa,44.52551004,6.873065307,3.30577818,0.510287907,26A,10.462,2.172,0.104867348,0.664318878,15.78569437
158G,1,POM,pom,1.630361465,30.12262397,0.018224443,0.220788502,58.88501742,51.00082862,30.03184682,2.755995599,1.622868488,quercus,7.400181969,0.513065664,0.62333637,0.003284808,15.43624161,fraction.pom,44.52551004,6.873065307,3.30577818,0.510287907,26A,10.462,0.334,0.100306368,0.664318878,15.09912961
158G,2,Silt + Clay,sc,0.222083028,3.124494339,0.003252239,0.433334157,9.572301426,28.54736925,2.732640234,2.289335588,0.219142103,quercus,3.39274581,0.221818002,0.757871429,0.003583623,8.187134503,fraction.sc,32.94097994,2.696922334,2.669160681,0.218527775,26B,10.385,8.239,0.225142229,0.30146594,74.68247612
158G,2,Sand + Agg,sa,0.120496895,2.286683702,0.003105145,0.581501958,4.550625711,38.05287078,1.731643722,2.582788851,0.117533054,quercus,3.39274581,0.221818002,0.757871429,0.003583623,8.187134503,fraction.sa,32.94097994,2.696922334,2.669160681,0.218527775,26B,10.385,2.083,0.036070139,0.30146594,11.96491341
158G,2,POM,pom,1.080263169,20.29547938,0.004655421,0.117262517,42.39130435,47.7171587,20.22792597,2.541986519,1.077581242,quercus,3.39274581,0.221818002,0.757871429,0.003583623,8.187134503,fraction.pom,32.94097994,2.696922334,2.669160681,0.218527775,26B,10.385,0.199,0.040253573,0.30146594,13.35261046
158J1,1,Sand + Agg,sa,0.34,5.11,0,0.16,10.62,46.77016949,4.966992,3.201506591,0.34,picea_ab,8.3686974,0.57147338,0.507869812,0.004051991,18.26086957,fraction.sa,43.55525897,7.953569032,3.111359597,0.568161318,4A,10.174,3.007,0.149357449,0.834209118,17.9040778
158J1,1,POM,pom,1.14,21.55,0,0,43.35,49.71164937,21.55,2.629757785,1.14,picea_ab,8.3686974,0.57147338,0.507869812,0.004051991,18.26086957,fraction.pom,43.55525897,7.953569032,3.111359597,0.568161318,4A,10.174,1.289,0.2777795,0.834209118,33.29854519
158J1,1,Silt + Clay,sc,0.53,6.7,0.018462631,0.465443526,15.41568812,40.90837689,6.306307796,3.336753485,0.514383511,picea_ab,8.3686974,0.57147338,0.507869812,0.004051991,18.26086957,fraction.sc,43.55525897,7.953569032,3.111359597,0.568161318,4A,10.174,6.455,0.407072168,0.834209118,48.79737701
158J1,2,Sand + Agg,sa,0.09,1.64,0,0.35,3.99,32.68082707,1.303965,2.255639098,0.09,picea_ab,3.562900527,0.22510949,0.911460489,0.003429082,6.285714286,fraction.sa,43.09346109,2.70873184,3.530162845,0.22189595,4B,10.18,2.386,0.031112605,0.246814094,12.60568407
158J1,2,Silt + Clay,sc,0.27,3.61,0.01790944,0.895092004,8.681318681,32.16808285,2.792613785,2.92173741,0.253645336,picea_ab,3.562900527,0.22510949,0.911460489,0.003429082,6.285714286,fraction.sc,43.09346109,2.70873184,3.530162845,0.22189595,4B,10.18,7.724,0.215701489,0.246814094,87.39431593
158N,1,Silt + Clay,sc,0.573917673,6.153013551,0.004261235,0.043085461,15.76253838,38.80542147,6.116719452,3.618250456,0.570328117,fraxinus,6.977718677,0.613782946,0.412202801,0.003409394,15.26717557,fraction.sc,43.4163318,6.628447601,4.00135616,0.61089407,30A,10.521,9.009,0.551055255,0.704352048,78.23577097
158N,1,Sand + Agg,sa,0.293346935,3.964426009,0.003044679,0.113816447,8.998732573,42.90439313,3.8608516,3.229079608,0.290576239,fraxinus,6.977718677,0.613782946,0.412202801,0.003409394,15.26717557,fraction.sa,43.4163318,6.628447601,4.00135616,0.61089407,30A,10.521,1.555,0.060036242,0.704352048,8.523612944
158N,1,POM,pom,2.180981403,30.52854312,0.003824079,0.130068231,60.60606061,50.28755179,30.47730412,3.596133663,2.179474948,fraxinus,6.977718677,0.613782946,0.412202801,0.003409394,15.26717557,fraction.pom,43.4163318,6.628447601,4.00135616,0.61089407,30A,10.521,0.306,0.093260551,0.704352048,13.24061608
158N,2,Silt + Clay,sc,0.223905559,2.849019023,0.002904061,0.138177302,9.972299169,27.32189567,2.724621175,2.219057971,0.2212911,fraxinus,3.079063376,0.223129684,0.730900547,0.003199858,6.310679612,fraction.sc,37.94024999,2.394287621,3.488241716,0.220131759,30B,10.454,9.362,0.255079034,0.297634359,85.70214656
158N,2,Sand + Agg,sa,0.060803247,1.211745567,0.003870661,0.063219042,3.462050599,33.23796598,1.1507152,1.648346511,0.05706659,fraxinus,3.079063376,0.223129684,0.730900547,0.003199858,6.310679612,fraction.sa,37.94024999,2.394287621,3.488241716,0.220131759,30B,10.454,1.35,0.015534655,0.297634359,5.219375634
158N,2,POM,pom,1.775037678,28.16576016,0.009108558,0.057689216,66.66666667,42.21979563,28.14653042,2.658002238,1.772001492,fraxinus,3.079063376,0.223129684,0.730900547,0.003199858,6.310679612,fraction.pom,37.94024999,2.394287621,3.488241716,0.220131759,30B,10.454,0.096,0.027020669,0.297634359,9.078477805
159G,1,Sand + Agg,sa,0.4,5.35,0,0.5,11.36,43.19366197,4.9068,3.521126761,0.4,populus,6.886882558,0.605913562,0.626468461,0.002990976,14.97616683,fraction.sa,42.42898153,6.354235059,4.028871516,0.60337052,8A,10.492,2.273,0.111531564,0.616680345,18.08579841
159G,1,Silt + Clay,sc,0.5,5.62,0,0.43,12.4,42.28483871,5.24332,4.032258065,0.5,populus,6.886882558,0.605913562,0.626468461,0.002990976,14.97616683,fraction.sc,42.42898153,6.354235059,4.028871516,0.60337052,8A,10.492,7.386,0.387271615,0.616680345,62.79940953
159G,1,POM,pom,1.91,25.57,0,0.11,49.58,51.46135135,25.514538,3.852359823,1.91,populus,6.886882558,0.605913562,0.626468461,0.002990976,14.97616683,fraction.pom,42.42898153,6.354235059,4.028871516,0.60337052,8A,10.492,0.462,0.117877166,0.616680345,19.11479206
159G,2,Sand + Agg,sa,0.21,3.23,0.003915372,0.78222372,5.845490035,42.65683586,2.49350109,3.529447479,0.206313501,populus,4.085461246,0.318243998,0.698088975,0.003477052,8.203190092,fraction.sa,41.99144233,3.444637837,3.840605565,0.315052175,8B,10.02,2.346,0.058497536,0.309608452,18.89403705
159G,2,Silt + Clay,sc,0.31,3.82,0.015235648,0.560993138,8.191520046,40.34612268,3.304960727,3.613644128,0.296012383,populus,4.085461246,0.318243998,0.698088975,0.003477052,8.203190092,fraction.sc,41.99144233,3.444637837,3.840605565,0.315052175,8B,10.02,7.598,0.251110916,0.309608452,81.10596295
159L,1,Sand + Agg,sa,0.33,4.32,0,0.32,8.87,45.41582864,4.028384,3.720405862,0.33,fraxinus,6.461354086,0.558150377,0.485144641,0.003050639,13.38971451,fraction.sa,45.11798159,6.041168927,4.148768142,0.55550821,9A,11.045,3.438,0.138495842,0.659042246,21.01471381
159L,1,Silt + Clay,sc,0.54,6.21,0,0.36,13.56,43.50159292,5.898816,3.982300885,0.54,fraxinus,6.461354086,0.558150377,0.485144641,0.003050639,13.38971451,fraction.sc,45.11798159,6.041168927,4.148768142,0.55550821,9A,11.045,7.061,0.416515398,0.659042246,63.20010595
