"","X","site","depth","species","fraction.name","fraction.code","c.in.org.fract","org.c.in.t.frac","soil.start.wt","weight.g","orgc.weight","pct.c.cont.by.fraction","totwt"
"149",149,"158J1","1","picea","POM","pom",49.7116493656286,21.55,10.174,1.289,0.2777795,5.03219563263144,5.5200457271321
"150",150,"158J1","1","picea","Silt + Clay","sc",40.9083768901708,6.30630779634289,10.174,6.455,0.407072168253934,7.37443471261651,5.5200457271321
"151",151,"158J1","2","picea","Sand + Agg","sa",32.6808270676692,1.303965,10.18,2.386,0.0311126049,1.40940336912771,2.20750181115685
"152",152,"158J1","2","picea","Silt + Clay","sc",32.168082845148,2.79261378535539,10.18,7.724,0.21570148878085,9.77129385310948,2.20750181115685
"153",153,"158N","1","fraxinus","Silt + Clay","sc",38.8054214674421,6.11671945232632,10.521,9.009,0.551055255460078,16.6306011629288,3.313501719279
"154",154,"158N","1","fraxinus","Sand + Agg","sa",42.9043931283591,3.86085159968962,10.521,1.555,0.0600362423751736,1.8118669450468,3.313501719279
"155",155,"158N","1","fraxinus","POM","pom",50.2875517945898,30.4773041199142,10.521,0.306,0.0932605506069375,2.81456170866966,3.313501719279
"156",156,"158N","2","fraxinus","Silt + Clay","sc",27.3218956708487,2.72462117493909,10.454,9.362,0.255079034397798,18.1225064548047,1.40752624386662
"157",157,"158N","2","fraxinus","Sand + Agg","sa",33.2379659775805,1.15071520022224,10.454,1.35,0.0155346552030002,1.10368494162673,1.40752624386662
"158",158,"158N","2","fraxinus","POM","pom",42.2197956298919,28.1465304213353,10.454,0.096,0.0270206692044819,1.91972755905803,1.40752624386662
"159",159,"159G","1","populus","Sand + Agg","sa",43.193661971831,4.9068,10.492,2.273,0.111531564,3.43888182425507,3.24325085012655
"160",160,"159G","1","populus","Silt + Clay","sc",42.2848387096774,5.24332,10.492,7.386,0.3872716152,11.940846795273,3.24325085012655
"161",161,"159G","1","populus","POM","pom",51.4613513513513,25.514538,10.492,0.462,0.11787716556,3.63453741345356,3.24325085012655
"162",162,"159G","2","populus","Sand + Agg","sa",42.6568358627611,2.49350108960401,10.02,2.346,0.0584975355621101,3.45172920372686,1.69473131029369
"163",163,"159G","2","populus","Silt + Clay","sc",40.3461226829299,3.30496072735595,10.02,7.598,0.251110916064505,14.8171521077869,1.69473131029369
"164",164,"159L","1","fraxinus","Sand + Agg","sa",45.4158286358512,4.028384,11.045,3.438,0.13849584192,4.17974257004871,3.313501719279
"165",165,"159L","1","fraxinus","Silt + Clay","sc",43.501592920354,5.898816,11.045,7.061,0.41651539776,12.5702484274139,3.313501719279
"166",166,"159L","1","fraxinus","POM","pom",50.6912945231712,26.470994,11.045,0.393,0.10403100642,3.13960924826792,3.313501719279
"167",167,"159L","2","fraxinus","Silt + Clay","sc",32.8411514241992,2.28911645607548,10.247,7.876,0.180290812080505,12.8090550969215,1.40752624386662
"168",168,"159N","1","acer","Silt + Clay","sc",39.0788404183486,5.35696136107282,10.271,7.443,0.39871863410465,14.4446269669637,2.76032489462386
"169",169,"159N","1","acer","Sand + Agg","sa",40.2819894938116,2.78371472124151,10.271,2.378,0.0661967360711231,2.39815016703472,2.76032489462386
"170",170,"159N","1","acer","POM","pom",50.4820220822817,27.1487618769371,10.271,0.58,0.157462818886235,5.70450308921668,2.76032489462386
"171",171,"159N","2","acer","Silt + Clay","sc",30.2325651875674,2.50125539322688,10.196,7.91,0.197849301604246,14.2509363295005,1.38832492847984
"172",172,"159N","2","acer","Sand + Agg","sa",35.7510713315168,1.21298277737039,10.196,2.291,0.0277894354295556,2.00165212476476,1.38832492847984
"173",173,"159N","2","acer","POM","pom",48.6553859674044,29.4493125594745,10.196,0.094,0.027682353805906,1.99393911598325,1.38832492847984
"174",174,"159P","1","picea","Silt + Clay","sc",41.1400272620017,7.5913145533184,10.298,6.714,0.509680859109797,9.23327240940444,5.5200457271321
"175",175,"159P","1","picea","Sand + Agg","sa",45.4063199928249,4.45873683316386,10.298,2.342,0.104423616632698,1.89171651458312,5.5200457271321
"176",176,"159P","1","picea","POM","pom",51.8002820460235,26.4531689460593,10.298,1.198,0.31690896397379,5.74105686146984,5.5200457271321
"177",177,"159P","2","picea","Silt + Clay","sc",30.6390132906648,3.33530347360235,10.377,7.711,0.257185250849477,11.6505114310505,2.20750181115685
"178",178,"159P","2","picea","Sand + Agg","sa",38.2455292959425,2.11866351390628,10.377,2.413,0.0511233505905585,2.31589167139877,2.20750181115685
"179",179,"159P","2","picea","POM","pom",49.4321243662955,20.3093224151323,10.377,0.255,0.0517887721585874,2.34603531905812,2.20750181115685
"180",180,"160L1","1","fagus","Silt + Clay","sc",41.8315859030837,4.747885,10.866,7.296,0.3464056896,12.8393389974904,2.69800251919283
"181",181,"160L1","1","fagus","Sand + Agg","sa",44.4729449838188,1.374214,10.866,2.678,0.03680145092,1.36402581755224,2.69800251919283
"182",182,"160L1","1","fagus","POM","pom",51.6083677298312,27.50726,10.866,0.648,0.1782470448,6.60663003581355,2.69800251919283
"183",183,"160L1","2","fagus","Silt + Clay","sc",28.8845565749235,2.833575,10.765,7.553,0.21401991975,22.3530022384627,0.957454920224261
"184",184,"160L1","2","fagus","Sand + Agg","sa",45.5463800904977,1.006575,10.765,2.883,0.02901955725,3.03090585645566,0.957454920224261
"185",185,"160L1","2","fagus","POM","pom",53.1068127165274,26.059513,10.765,0.188,0.04899188444,5.11688680115872,0.957454920224261
