"site","depth","fraction.name","fraction.code","pct.n.pre.ashing.fraction","pct.c.pre.ashing.fraction","pct.n.post.ashing","pct.c.post.ashing.fraction","pct.mass.loss.fraction","pct.c.in.org.fraction","pct.c.in.whole.fraction","n.in.org.fract","pct.n.in.whole.fraction","species","pct.c.pre.ashing.bulk","pct.n.pre.ashing.bulk","pct.c.post.ashing.bulk","pct.n.post.ashing.bulk","pct.mass.loss.bulk","fraction.id","pct.c.in.org.fraction.bulk","org.c.in.total.bulk","pct.n.in.org.fraction.bulk","pct.n.in.total.bulk","sample","soil.mass.pre.fract","fraction.mass","org.c.mass.fraction","pct.c.in.fraction","org.c.start.mass.bulk","org.c.fraction.mass","soil.mass.sum.fractions","sum.org.c.mass.fraction","inorg.c.mass.frac","inorg.c.mass.bulk","org.c.bulk.wt","lon","lat","soil.ph","bulk.dens","pct.m","litter.pct.n","litter.pct.c","litter.lignin.mg.g","litter.cell.mg.g","litter.hwec.ppm","soil.npoc.mg.L","fractionated","npoc.mg.g","soil.doc.mass.g","code","CUE","turnover.time.days","mass.spec.growth.rate","litter.hwec.mg.g"
"131V1","1","Silt + Clay","sc",0.46,5.26,0.016716002,0.627053832,12.55142064,37.5387812,4.711650332,3.548459625,0.445382094,"fraxinus",3.41186608,0.352040363,0.709395956,0.003964998,10.65088757,"fraction.sc",26.08258769,2.77802709,3.272005926,0.348497672,"5A",10.111,7.085,0.333820426,63.94667369,0.280886319,0.333820426,10.53,0.522029383,0.038850574,0.071727025,0.280886319,5.427193,52.469239,7.174,0.935,27.985,2.00415,54.5257,106.51905,77.3521,2381.5,168.9,"y",1.3512,0.013512,"D1Po1",0.182921741,19.43589753,0.051451187,238.15
"132Q","1","POM","pom",1,19.88,0.018825374,0.164982614,39.92631375,49.543489,19.78088886,2.476288971,0.988690904,"fagus",7.001218686,0.426696909,0.525642629,0.00305857,14.11393653,"fraction.pom",46.40636516,6.549764924,3.004619035,0.424070024,"2A",10.149,1.17,0.2314364,35.66464516,0.664735642,0.2314364,10.547,0.648923881,0.0011596,0.05334747,0.664735642,5.434173,52.470516,7.022,0.943,28.392,0.8348,55.8359,204.06715,116.7782,1342,103.9,"y",0.8312,0.008312,"A7F4",0.350122312,11.30396997,0.088464495,134.2
"132Q","1","Sand + Agg","sa",0.2,3.73,0.003961849,0.270889554,7.643250556,45.52794898,3.479815213,2.568814977,0.196340965,"fagus",7.001218686,0.426696909,0.525642629,0.00305857,14.11393653,"fraction.sa",46.40636516,6.549764924,3.004619035,0.424070024,"2A",10.149,2.679,0.09322425,14.36597608,0.664735642,0.09322425,10.547,0.648923881,0.00670245,0.05334747,0.664735642,5.434173,52.470516,7.022,0.943,28.392,0.8348,55.8359,204.06715,116.7782,1342,103.9,"y",0.8312,0.008312,"A7F4",0.350122312,11.30396997,0.088464495,134.2
"132Q","1","Silt + Clay","sc",0.37,5.17,0.014411509,0.373497764,11.96597004,40.45802263,4.841194867,2.98607607,0.357312968,"fagus",7.001218686,0.426696909,0.525642629,0.00305857,14.11393653,"fraction.sc",46.40636516,6.549764924,3.004619035,0.424070024,"2A",10.149,6.698,0.324263232,49.96937876,0.664735642,0.324263232,10.547,0.648923881,0.022023368,0.05334747,0.664735642,5.434173,52.470516,7.022,0.943,28.392,0.8348,55.8359,204.06715,116.7782,1342,103.9,"y",0.8312,0.008312,"A7F4",0.350122312,11.30396997,0.088464495,134.2
"133U1","1","Sand + Agg","sa",0.34,4.81,0,0.2,9.87,46.90719352,4.62974,3.444782168,0.34,"picea",8.000073063,0.600113071,0.466656198,0.003241034,18.8976378,"fraction.sa",40.3309871,7.621603863,3.161688896,0.597484516,"11A",10.295,3.141,0.145420133,18.49007635,0.784644118,0.145420133,10.478,0.786476652,0.005661967,0.048042256,0.784644118,5.437178,52.472609,6.7975,0.759,49.133,1.064,56.2102,228.23025,119.61005,1169.5,89.78,"y",0.71824,0.0071824,NA,NA,NA,NA,116.95
"133U1","1","POM","pom",1.61,27.48,0,0.01,54.55,50.36747021,27.475455,2.951420715,1.61,"picea",8.000073063,0.600113071,0.466656198,0.003241034,18.8976378,"fraction.pom",40.3309871,7.621603863,3.161688896,0.597484516,"11A",10.295,0.631,0.173370121,22.04389929,0.784644118,0.173370121,10.478,0.786476652,2.87e-05,0.048042256,0.784644118,5.437178,52.472609,6.7975,0.759,49.133,1.064,56.2102,228.23025,119.61005,1169.5,89.78,"y",0.71824,0.0071824,NA,NA,NA,NA,116.95
"133U1","1","Silt + Clay","sc",0.59,7.36,0.021844489,0.466753655,17.33294141,40.2363818,6.974148483,3.299738861,0.571941803,"picea",8.000073063,0.600113071,0.466656198,0.003241034,18.8976378,"fraction.sc",40.3309871,7.621603863,3.161688896,0.597484516,"11A",10.295,6.706,0.467686397,59.46602435,0.784644118,0.467686397,10.478,0.786476652,0.025875203,0.048042256,0.784644118,5.437178,52.472609,6.7975,0.759,49.133,1.064,56.2102,228.23025,119.61005,1169.5,89.78,"y",0.71824,0.0071824,NA,NA,NA,NA,116.95
"133U2","1","Silt + Clay","sc",0.6,6.42,0,0.56,13.55,43.80723247,5.93588,4.42804428,0.6,"populus",6.844836524,0.604947544,0.629579755,0.002771146,14.39393939,"fraction.sc",43.80925837,6.305878097,4.186312439,0.602575275,"17A",10.488,6.888,0.408863414,63.58751608,0.661360495,0.408863414,10.467,0.642993216,0.033346186,0.066030325,0.661360495,5.436343,52.472406,7.2195,0.794,53.645,1.3739,54.71905,157.715,112.7992,2016,72.41,"y",0.57928,0.0057928,NA,NA,NA,NA,201.6
"133U2","1","Sand + Agg","sa",0.35,4.51,0,0.75,3.82,99.17931937,3.78865,9.162303665,0.35,"populus",6.844836524,0.604947544,0.629579755,0.002771146,14.39393939,"fraction.sa",43.80925837,6.305878097,4.186312439,0.602575275,"17A",10.488,3.053,0.115667485,17.98891212,0.661360495,0.115667485,10.467,0.642993216,0.022022816,0.066030325,0.661360495,5.436343,52.472406,7.2195,0.794,53.645,1.3739,54.71905,157.715,112.7992,2016,72.41,"y",0.57928,0.0057928,NA,NA,NA,NA,201.6
"133U2","1","POM","pom",1.83,22.56,0,0.07,44.79,50.28210092,22.521353,4.085733423,1.83,"populus",6.844836524,0.604947544,0.629579755,0.002771146,14.39393939,"fraction.pom",43.80925837,6.305878097,4.186312439,0.602575275,"17A",10.488,0.526,0.118462317,18.4235718,0.661360495,0.118462317,10.467,0.642993216,0.000203283,0.066030325,0.661360495,5.436343,52.472406,7.2195,0.794,53.645,1.3739,54.71905,157.715,112.7992,2016,72.41,"y",0.57928,0.0057928,NA,NA,NA,NA,201.6
"133V1","1","Silt + Clay","sc",0.480204765,5.577936209,0.003971956,0.296958198,13.57388316,39.20239114,5.32128677,3.512421258,0.476771958,"acer",6.46472344,0.51316872,0.609637408,0.003396358,14.28571429,"fraction.sc",41.59523962,5.94217709,3.571802891,0.510257556,"21A",10.459,7.82,0.416124625,69.33330455,0.621492302,0.416124625,10.454,0.600179997,0.020069986,0.063761977,0.621492302,5.436914,52.474109,7.042666667,0.77,52.156,1.39495,55.9265,160.9802,88.33845,1826.5,81.58,"y",0.65264,0.0065264,"B1A1",0.193628453,23.83145512,0.041961349,182.65
"133V1","1","Sand + Agg","sa",0.204208906,3.350841537,0.003264229,0.32391729,7.536231884,40.48887364,3.051335405,2.66964552,0.201190677,"acer",6.46472344,0.51316872,0.609637408,0.003396358,14.28571429,"fraction.sa",41.59523962,5.94217709,3.571802891,0.510257556,"21A",10.459,2.196,0.067007325,11.16453827,0.621492302,0.067007325,10.454,0.600179997,0.006577155,0.063761977,0.621492302,5.436914,52.474109,7.042666667,0.77,52.156,1.39495,55.9265,160.9802,88.33845,1826.5,81.58,"y",0.65264,0.0065264,"B1A1",0.193628453,23.83145512,0.041961349,182.65
"133V1","1","POM","pom",1.65391055,26.78992426,0.004210252,0.140654873,52.63157895,50.77426671,26.72329827,3.138640818,1.65191622,"acer",6.46472344,0.51316872,0.609637408,0.003396358,14.28571429,"fraction.pom",41.59523962,5.94217709,3.571802891,0.510257556,"21A",10.459,0.438,0.117048046,19.50215718,0.621492302,0.117048046,10.454,0.600179997,0.000291822,0.063761977,0.621492302,5.436914,52.474109,7.042666667,0.77,52.156,1.39495,55.9265,160.9802,88.33845,1826.5,81.58,"y",0.65264,0.0065264,"B1A1",0.193628453,23.83145512,0.041961349,182.65
"134T","1","Sand + Agg","sa",0.21,3.26,0,0.14,7.03,44.52122333,3.129842,2.987197724,0.21,"quercus",6.779366049,0.492204586,0.41053694,0.003511599,14.034906,"fraction.sa",45.78903188,6.426447583,3.485494214,0.489185837,"13A",10.28,2.55,0.079810971,12.67150634,0.660638811,0.079810971,10.296,0.629845962,0.003319029,0.042203197,0.660638811,5.440489,52.474138,6.908,0.739,66.555,1.04705,56.50635,212.64325,104.50795,1013.15,81.37,"y",0.65096,0.0065096,"B3Q2",0.320809583,33.57711212,0.029782192,101.315
"134T","1","Silt + Clay","sc",0.45,5.74,0.02,0.37,12.14,44.6039374,5.414918,3.562009885,0.432428,"quercus",6.779366049,0.492204586,0.41053694,0.003511599,14.034906,"fraction.sc",45.78903188,6.426447583,3.485494214,0.489185837,"13A",10.28,6.901,0.373683491,59.32934616,0.660638811,0.373683491,10.296,0.629845962,0.022433909,0.042203197,0.660638811,5.440489,52.474138,6.908,0.739,66.555,1.04705,56.50635,212.64325,104.50795,1013.15,81.37,"y",0.65096,0.0065096,"B3Q2",0.320809583,33.57711212,0.029782192,101.315
"134T","1","POM","pom",1.18,20.87,0,0,41.52,50.26493256,20.87,2.842003854,1.18,"quercus",6.779366049,0.492204586,0.41053694,0.003511599,14.034906,"fraction.pom",45.78903188,6.426447583,3.485494214,0.489185837,"13A",10.28,0.845,0.1763515,27.9991475,0.660638811,0.1763515,10.296,0.629845962,0,0.042203197,0.660638811,5.440489,52.474138,6.908,0.739,66.555,1.04705,56.50635,212.64325,104.50795,1013.15,81.37,"y",0.65096,0.0065096,"B3Q2",0.320809583,33.57711212,0.029782192,101.315
"134X","1","Silt + Clay","sc",0.36,4.78,0,0.41,10.84,40.72365314,4.414444,3.32103321,0.36,"fagus",5.605310593,0.365286278,0.511223006,0.004352642,12.08053691,"fraction.sc",42.67894804,5.155846071,2.992081074,0.361459459,"16A",10.28,7.198,0.317751679,61.60122503,0.530020976,0.317751679,10.364,0.51582039,0.026312721,0.052553725,0.530020976,5.439863,52.474809,7.2215,0.959,18.009,0.8348,55.8359,204.06715,116.7782,1342,58.98,"y",0.47184,0.0047184,"B2F3",0.260512372,15.12174781,0.066129922,134.2
"134X","1","Sand + Agg","sa",0.19,3.21,0,0.35,6.35,45.38937008,2.882225,2.992125984,0.19,"fagus",5.605310593,0.365286278,0.511223006,0.004352642,12.08053691,"fraction.sa",42.67894804,5.155846071,2.992081074,0.361459459,"16A",10.28,2.689,0.07750303,15.0251971,0.530020976,0.07750303,10.364,0.51582039,0.00881387,0.052553725,0.530020976,5.439863,52.474809,7.2215,0.959,18.009,0.8348,55.8359,204.06715,116.7782,1342,58.98,"y",0.47184,0.0047184,"B2F3",0.260512372,15.12174781,0.066129922,134.2
"134X","1","POM","pom",1.4,25.4,0,0.24,48.26,52.37427269,25.275824,2.90095317,1.4,"fagus",5.605310593,0.365286278,0.511223006,0.004352642,12.08053691,"fraction.pom",42.67894804,5.155846071,2.992081074,0.361459459,"16A",10.28,0.477,0.12056568,23.37357787,0.530020976,0.12056568,10.364,0.51582039,0.00059232,0.052553725,0.530020976,5.439863,52.474809,7.2215,0.959,18.009,0.8348,55.8359,204.06715,116.7782,1342,58.98,"y",0.47184,0.0047184,"B2F3",0.260512372,15.12174781,0.066129922,134.2
"135J","1","POM","pom",1.44,23.66,0.004667295,0.140071009,48.62876254,48.5063624,23.58804379,2.956279942,1.437602353,"acer",5.365286696,0.422444363,0.568709473,0.002945115,11.02665062,"fraction.pom",43.06264487,4.8683066,3.712434925,0.419697199,"7A",10.088,0.308,0.072651175,14.21814313,0.49111477,0.072651175,10.141,0.510975127,0.000221625,0.05366468,0.49111477,5.44724,52.475023,7.243,0.82,33.794,1.39495,55.9265,160.9802,88.33845,1826.5,61.72,"y",0.49376,0.0049376,"B4A4",0.484170795,7.151622686,0.139828406,182.65
"135J","1","Sand + Agg","sa",0.35,5.09,0.004078402,0.597343679,9.959739264,45.70551571,4.552150194,3.477277738,0.346327796,"acer",5.365286696,0.422444363,0.568709473,0.002945115,11.02665062,"fraction.sa",43.06264487,4.8683066,3.712434925,0.419697199,"7A",10.088,2.457,0.11184633,21.88880132,0.49111477,0.11184633,10.141,0.510975127,0.01321497,0.05366468,0.49111477,5.44724,52.475023,7.243,0.82,33.794,1.39495,55.9265,160.9802,88.33845,1826.5,61.72,"y",0.49376,0.0049376,"B4A4",0.484170795,7.151622686,0.139828406,182.65
"135J","1","Silt + Clay","sc",0.4,4.8,0.013898217,0.419023116,10.79610073,40.99827477,4.426215042,3.590205929,0.387602249,"acer",5.365286696,0.422444363,0.568709473,0.002945115,11.02665062,"fraction.sc",43.06264487,4.8683066,3.712434925,0.419697199,"7A",10.088,7.376,0.326477621,63.89305555,0.49111477,0.326477621,10.141,0.510975127,0.027570379,0.05366468,0.49111477,5.44724,52.475023,7.243,0.82,33.794,1.39495,55.9265,160.9802,88.33845,1826.5,61.72,"y",0.49376,0.0049376,"B4A4",0.484170795,7.151622686,0.139828406,182.65
"156H","1","POM","pom",0.36,6.49,0.003301134,0.074539425,17.72127516,36.27656505,6.428669912,2.016129572,0.357283869,"picea",8.193354035,0.549642333,0.555869359,0.003808016,16.22407187,"fraction.pom",47.63088688,7.72766932,3.368156506,0.546452132,"6A",10.367,0.653,0.041979215,6.753483494,0.801127478,0.041979215,10.229,0.621593501,0.000400485,0.057626976,0.801127478,5.451252,52.465914,7.219,0.628,NA,1.064,56.2102,228.23025,119.61005,1169.5,170.4,"y",1.3632,0.013632,"D5P5",0.199711753,19.73782007,0.050664156,116.95
"156H","1","Sand + Agg","sa",0.26,4.23,0.012265395,0.470887207,6.912541788,54.85193702,3.791663068,3.596107816,0.248582456,"picea",8.193354035,0.549642333,0.555869359,0.003808016,16.22407187,"fraction.sa",47.63088688,7.72766932,3.368156506,0.546452132,"6A",10.367,2.461,0.093312828,15.01187317,0.801127478,0.093312828,10.229,0.621593501,0.010787472,0.057626976,0.801127478,5.451252,52.465914,7.219,0.628,NA,1.064,56.2102,228.23025,119.61005,1169.5,170.4,"y",1.3632,0.013632,"D5P5",0.199711753,19.73782007,0.050664156,116.95
"156H","1","Silt + Clay","sc",0.53,7.27,0.01813325,0.516038375,15.68,43.58977323,6.834876442,3.282589564,0.514710044,"picea",8.193354035,0.549642333,0.555869359,0.003808016,16.22407187,"fraction.sc",47.63088688,7.72766932,3.368156506,0.546452132,"6A",10.367,7.115,0.486301459,78.23464333,0.801127478,0.486301459,10.229,0.621593501,0.030959041,0.057626976,0.801127478,5.451252,52.465914,7.219,0.628,NA,1.064,56.2102,228.23025,119.61005,1169.5,170.4,"y",1.3632,0.013632,"D5P5",0.199711753,19.73782007,0.050664156,116.95
"157G","1","Sand + Agg","sa",0.33,4.57,0,0.48,9.59,43.12859228,4.136032,3.441084463,0.33,"populus",6.883133333,0.6181018,0.651026636,0.003264769,16,"fraction.sa",39.60169349,6.336270959,3.845996213,0.615359394,"12A",10.424,2.227,0.092109433,11.4385081,0.660492885,0.092109433,10.872,0.805257397,0.009664467,0.067863017,0.660492885,5.452375,52.460853,7.048,NA,NA,1.3739,54.71905,157.715,112.7992,2016,95.89,"y",0.76712,0.0076712,NA,NA,NA,NA,201.6
"157G","1","POM","pom",1.48,19.27,0,0,39.15,49.22094508,19.27,3.780332056,1.48,"populus",6.883133333,0.6181018,0.651026636,0.003264769,16,"fraction.pom",39.60169349,6.336270959,3.845996213,0.615359394,"12A",10.424,1.332,0.2566764,31.87507508,0.660492885,0.2566764,10.872,0.805257397,0,0.067863017,0.660492885,5.452375,52.460853,7.048,NA,NA,1.3739,54.71905,157.715,112.7992,2016,95.89,"y",0.76712,0.0076712,NA,NA,NA,NA,201.6
"157G","1","Silt + Clay","sc",0.61,6.63,0.016859308,0.457162557,15.11102378,41.30705819,6.241919386,3.942077749,0.595688306,"populus",6.883133333,0.6181018,0.651026636,0.003264769,16,"fraction.sc",39.60169349,6.336270959,3.845996213,0.615359394,"12A",10.424,7.313,0.456471565,56.68641681,0.660492885,0.456471565,10.872,0.805257397,0.028380335,0.067863017,0.660492885,5.452375,52.460853,7.048,NA,NA,1.3739,54.71905,157.715,112.7992,2016,95.89,"y",0.76712,0.0076712,NA,NA,NA,NA,201.6
"157L","1","Silt + Clay","sc",0.547004996,6.582002285,0.004169039,0.076467447,16.85055165,38.68371885,6.518420025,3.225641951,0.543538463,"quercus",8.24140279,0.619888548,0.462417205,0.003387298,17.6056338,"fraction.sc",44.64705533,7.860397065,3.505114399,0.617097605,"29A",10.415,7.485,0.487903739,61.09780452,0.818660354,0.487903739,10.176,0.798561818,0.004759132,0.048160752,0.818660354,5.45023,52.461558,7.022,0.73,52.218,1.04705,56.50635,212.64325,104.50795,1013.15,73.25,"y",0.586,0.00586,"D4Q6",0.205669151,36.37656849,0.027490224,101.315
"157L","1","Sand + Agg","sa",0.511790737,7.423915107,0.003210187,0.180420264,15.90493601,45.72285337,7.272190571,3.200837324,0.509091128,"quercus",8.24140279,0.619888548,0.462417205,0.003387298,17.6056338,"fraction.sa",44.64705533,7.860397065,3.505114399,0.617097605,"29A",10.415,2.143,0.155843044,19.51546397,0.818660354,0.155843044,10.176,0.798561818,0.003251457,0.048160752,0.818660354,5.45023,52.461558,7.022,0.73,52.218,1.04705,56.50635,212.64325,104.50795,1013.15,73.25,"y",0.586,0.00586,"D4Q6",0.205669151,36.37656849,0.027490224,101.315
"157L","1","POM","pom",1.708682134,28.28016424,0.004589185,0.06525255,55.18134715,51.19650096,28.25091893,3.092757628,1.706625323,"quercus",8.24140279,0.619888548,0.462417205,0.003387298,17.6056338,"fraction.pom",44.64705533,7.860397065,3.505114399,0.617097605,"29A",10.415,0.548,0.154815036,19.38673151,0.818660354,0.154815036,10.176,0.798561818,0.000160264,0.048160752,0.818660354,5.45023,52.461558,7.022,0.73,52.218,1.04705,56.50635,212.64325,104.50795,1013.15,73.25,"y",0.586,0.00586,"D4Q6",0.205669151,36.37656849,0.027490224,101.315
"158G","1","Silt + Clay","sc",0.461441814,5.965635963,0.004009576,0.125787543,15.56948798,37.63407572,5.859432896,2.942013951,0.458056508,"quercus",7.400181969,0.513065664,0.62333637,0.003284808,15.43624161,"fraction.sc",44.52551004,6.873065307,3.30577818,0.510287907,"26A",10.462,7.836,0.459145162,69.11517603,0.719060092,0.459145162,10.342,0.664318878,0.008322072,0.065213451,0.719060092,5.450648,52.459583,7.226,0.741,51.807,1.04705,56.50635,212.64325,104.50795,1013.15,66.49,"y",0.53192,0.0053192,NA,NA,NA,NA,101.315
"158G","1","Sand + Agg","sa",0.323709648,5.177964765,0.00340268,0.392030211,10.76759062,44.83962042,4.828146762,2.978134719,0.320673355,"quercus",7.400181969,0.513065664,0.62333637,0.003284808,15.43624161,"fraction.sa",44.52551004,6.873065307,3.30577818,0.510287907,"26A",10.462,2.172,0.104867348,15.78569437,0.719060092,0.104867348,10.342,0.664318878,0.007598047,0.065213451,0.719060092,5.450648,52.459583,7.226,0.741,51.807,1.04705,56.50635,212.64325,104.50795,1013.15,66.49,"y",0.53192,0.0053192,NA,NA,NA,NA,101.315
"158G","1","POM","pom",1.630361465,30.12262397,0.018224443,0.220788502,58.88501742,51.00082862,30.03184682,2.755995599,1.622868488,"quercus",7.400181969,0.513065664,0.62333637,0.003284808,15.43624161,"fraction.pom",44.52551004,6.873065307,3.30577818,0.510287907,"26A",10.462,0.334,0.100306368,15.09912961,0.719060092,0.100306368,10.342,0.664318878,0.000303196,0.065213451,0.719060092,5.450648,52.459583,7.226,0.741,51.807,1.04705,56.50635,212.64325,104.50795,1013.15,66.49,"y",0.53192,0.0053192,NA,NA,NA,NA,101.315
"158J1","1","Sand + Agg","sa",0.34,5.11,0,0.16,10.62,46.77016949,4.966992,3.201506591,0.34,"picea",8.3686974,0.57147338,0.507869812,0.004051991,18.26086957,"fraction.sa",43.55525897,7.953569032,3.111359597,0.568161318,"4A",10.174,3.007,0.149357449,17.9040778,0.809196113,0.149357449,10.751,0.834209118,0.004300251,0.051670675,0.809196113,5.451252,52.45995,NA,0.683,43.969,1.064,56.2102,228.23025,119.61005,1169.5,215.2,"y",1.7216,0.017216,"D7P6",0.169254225,26.14964066,0.038241443,116.95
"158J1","1","POM","pom",1.14,21.55,0,0,43.35,49.71164937,21.55,2.629757785,1.14,"picea",8.3686974,0.57147338,0.507869812,0.004051991,18.26086957,"fraction.pom",43.55525897,7.953569032,3.111359597,0.568161318,"4A",10.174,1.289,0.2777795,33.29854519,0.809196113,0.2777795,10.751,0.834209118,0,0.051670675,0.809196113,5.451252,52.45995,NA,0.683,43.969,1.064,56.2102,228.23025,119.61005,1169.5,215.2,"y",1.7216,0.017216,"D7P6",0.169254225,26.14964066,0.038241443,116.95
"158J1","1","Silt + Clay","sc",0.53,6.7,0.018462631,0.465443526,15.41568812,40.90837689,6.306307796,3.336753485,0.514383511,"picea",8.3686974,0.57147338,0.507869812,0.004051991,18.26086957,"fraction.sc",43.55525897,7.953569032,3.111359597,0.568161318,"4A",10.174,6.455,0.407072168,48.79737701,0.809196113,0.407072168,10.751,0.834209118,0.025412832,0.051670675,0.809196113,5.451252,52.45995,NA,0.683,43.969,1.064,56.2102,228.23025,119.61005,1169.5,215.2,"y",1.7216,0.017216,"D7P6",0.169254225,26.14964066,0.038241443,116.95
"158N","1","Silt + Clay","sc",0.573917673,6.153013551,0.004261235,0.043085461,15.76253838,38.80542147,6.116719452,3.618250456,0.570328117,"fraxinus",6.977718677,0.613782946,0.412202801,0.003409394,15.26717557,"fraction.sc",43.4163318,6.628447601,4.00135616,0.61089407,"30A",10.521,9.009,0.551055255,78.23577097,0.697378972,0.551055255,10.87,0.704352048,0.003269735,0.043367857,0.697378972,5.447875,52.461677,7.196,0.645,43.493,2.00415,54.5257,106.51905,77.3521,2381.5,90.05,"y",0.7204,0.007204,"D3Fr3",0.128828702,25.13634771,0.039783027,238.15
"158N","1","Sand + Agg","sa",0.293346935,3.964426009,0.003044679,0.113816447,8.998732573,42.90439313,3.8608516,3.229079608,0.290576239,"fraxinus",6.977718677,0.613782946,0.412202801,0.003409394,15.26717557,"fraction.sa",43.4163318,6.628447601,4.00135616,0.61089407,"30A",10.521,1.555,0.060036242,8.523612944,0.697378972,0.060036242,10.87,0.704352048,0.001610582,0.043367857,0.697378972,5.447875,52.461677,7.196,0.645,43.493,2.00415,54.5257,106.51905,77.3521,2381.5,90.05,"y",0.7204,0.007204,"D3Fr3",0.128828702,25.13634771,0.039783027,238.15
"158N","1","POM","pom",2.180981403,30.52854312,0.003824079,0.130068231,60.60606061,50.28755179,30.47730412,3.596133663,2.179474948,"fraxinus",6.977718677,0.613782946,0.412202801,0.003409394,15.26717557,"fraction.pom",43.4163318,6.628447601,4.00135616,0.61089407,"30A",10.521,0.306,0.093260551,13.24061608,0.697378972,0.093260551,10.87,0.704352048,0.000156791,0.043367857,0.697378972,5.447875,52.461677,7.196,0.645,43.493,2.00415,54.5257,106.51905,77.3521,2381.5,90.05,"y",0.7204,0.007204,"D3Fr3",0.128828702,25.13634771,0.039783027,238.15
"159G","1","Sand + Agg","sa",0.4,5.35,0,0.5,11.36,43.19366197,4.9068,3.521126761,0.4,"populus",6.886882558,0.605913562,0.626468461,0.002990976,14.97616683,"fraction.sa",42.42898153,6.354235059,4.028871516,0.60337052,"8A",10.492,2.273,0.111531564,18.08579841,0.666686342,0.111531564,10.121,0.616680345,0.010073936,0.065729071,0.666686342,5.44475,52.455808,NA,NA,NA,1.3739,54.71905,157.715,112.7992,2016,64.66,"y",0.51728,0.0051728,"D6Po4",0.084420132,17.98849416,0.05559109,201.6
"159G","1","Silt + Clay","sc",0.5,5.62,0,0.43,12.4,42.28483871,5.24332,4.032258065,0.5,"populus",6.886882558,0.605913562,0.626468461,0.002990976,14.97616683,"fraction.sc",42.42898153,6.354235059,4.028871516,0.60337052,"8A",10.492,7.386,0.387271615,62.79940953,0.666686342,0.387271615,10.121,0.616680345,0.027821585,0.065729071,0.666686342,5.44475,52.455808,NA,NA,NA,1.3739,54.71905,157.715,112.7992,2016,64.66,"y",0.51728,0.0051728,"D6Po4",0.084420132,17.98849416,0.05559109,201.6
"159G","1","POM","pom",1.91,25.57,0,0.11,49.58,51.46135135,25.514538,3.852359823,1.91,"populus",6.886882558,0.605913562,0.626468461,0.002990976,14.97616683,"fraction.pom",42.42898153,6.354235059,4.028871516,0.60337052,"8A",10.492,0.462,0.117877166,19.11479206,0.666686342,0.117877166,10.121,0.616680345,0.000256234,0.065729071,0.666686342,5.44475,52.455808,NA,NA,NA,1.3739,54.71905,157.715,112.7992,2016,64.66,"y",0.51728,0.0051728,"D6Po4",0.084420132,17.98849416,0.05559109,201.6
"159L","1","Sand + Agg","sa",0.33,4.32,0,0.32,8.87,45.41582864,4.028384,3.720405862,0.33,"fraxinus",6.461354086,0.558150377,0.485144641,0.003050639,13.38971451,"fraction.sa",45.11798159,6.041168927,4.148768142,0.55550821,"9A",11.045,3.438,0.138495842,21.01471381,0.667247108,0.138495842,10.892,0.659042246,0.010025758,0.053584226,0.667247108,5.442908,52.458714,7.153333333,0.787,42.776,2.00415,54.5257,106.51905,77.3521,2381.5,64.23,"y",0.51384,0.0051384,"C8Fr4",0.42972071,16.60010543,0.060240581,238.15
"159L","1","Silt + Clay","sc",0.54,6.21,0,0.36,13.56,43.50159292,5.898816,3.982300885,0.54,"fraxinus",6.461354086,0.558150377,0.485144641,0.003050639,13.38971451,"fraction.sc",45.11798159,6.041168927,4.148768142,0.55550821,"9A",11.045,7.061,0.416515398,63.20010595,0.667247108,0.416515398,10.892,0.659042246,0.021972702,0.053584226,0.667247108,5.442908,52.458714,7.153333333,0.787,42.776,2.00415,54.5257,106.51905,77.3521,2381.5,64.23,"y",0.51384,0.0051384,"C8Fr4",0.42972071,16.60010543,0.060240581,238.15
"159L","1","POM","pom",1.82,26.6,0,0.27,52.22,50.69129452,26.470994,3.485254692,1.82,"fraxinus",6.461354086,0.558150377,0.485144641,0.003050639,13.38971451,"fraction.pom",45.11798159,6.041168927,4.148768142,0.55550821,"9A",11.045,0.393,0.104031006,15.78518024,0.667247108,0.104031006,10.892,0.659042246,0.000506994,0.053584226,0.667247108,5.442908,52.458714,7.153333333,0.787,42.776,2.00415,54.5257,106.51905,77.3521,2381.5,64.23,"y",0.51384,0.0051384,"C8Fr4",0.42972071,16.60010543,0.060240581,238.15
"159N","1","Silt + Clay","sc",0.460781728,5.712352463,0.003283926,0.411847517,13.70808679,39.07884042,5.356961361,3.340713934,0.457947965,"acer",5.70823253,0.41054125,0.633078636,0.003583632,10.56338028,"fraction.sc",48.67786884,5.142028398,3.85611575,0.407336171,"22A",10.271,7.443,0.398718634,64.0637222,0.528137737,0.398718634,10.401,0.622378189,0.02645176,0.065023507,0.528137737,5.439925,52.45664,7.191,0.838,55.813,1.39495,55.9265,160.9802,88.33845,1826.5,63.04,"y",0.50432,0.0050432,"C7A3",0.454185253,11.99133579,0.083393545,182.65
